reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2025-02-01,2025-01-25,-1,atlantic,pct wk covid lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,atlantic,pct wk covid lab det,quantile,0.1,0
2025-02-01,2025-01-25,-1,atlantic,pct wk covid lab det,quantile,0.25,2.5700000000000003
2025-02-01,2025-01-25,-1,atlantic,pct wk covid lab det,quantile,0.5,5
2025-02-01,2025-01-25,-1,atlantic,pct wk covid lab det,quantile,0.75,6.4
2025-02-01,2025-01-25,-1,atlantic,pct wk covid lab det,quantile,0.9,6.4
2025-02-01,2025-01-25,-1,atlantic,pct wk covid lab det,quantile,0.975,6.4
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.1,0
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.25,3.009999999999998
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.5,11.2
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.75,11.2
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.9,12.148999999999997
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.975,16.714499999999983
2025-02-01,2025-01-25,-1,atlantic,pct wk rsv lab det,quantile,0.025,3.5299999999999994
2025-02-01,2025-01-25,-1,atlantic,pct wk rsv lab det,quantile,0.1,7.1419999999999995
2025-02-01,2025-01-25,-1,atlantic,pct wk rsv lab det,quantile,0.25,9.53
2025-02-01,2025-01-25,-1,atlantic,pct wk rsv lab det,quantile,0.5,12.5
2025-02-01,2025-01-25,-1,atlantic,pct wk rsv lab det,quantile,0.75,12.5
2025-02-01,2025-01-25,-1,atlantic,pct wk rsv lab det,quantile,0.9,12.5
2025-02-01,2025-01-25,-1,atlantic,pct wk rsv lab det,quantile,0.975,12.759999999999941
2025-02-01,2025-01-25,-1,bc,pct wk covid lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,bc,pct wk covid lab det,quantile,0.1,0
2025-02-01,2025-01-25,-1,bc,pct wk covid lab det,quantile,0.25,0.07000000000000028
2025-02-01,2025-01-25,-1,bc,pct wk covid lab det,quantile,0.5,2.5
2025-02-01,2025-01-25,-1,bc,pct wk covid lab det,quantile,0.75,3.6
2025-02-01,2025-01-25,-1,bc,pct wk covid lab det,quantile,0.9,3.6
2025-02-01,2025-01-25,-1,bc,pct wk covid lab det,quantile,0.975,4.993000000000001
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.025,0.6325000000000003
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.1,3.1700000000000017
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.25,12.41
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.5,20.6
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.75,20.6
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.9,20.6
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.975,21.414499999999983
2025-02-01,2025-01-25,-1,bc,pct wk rsv lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,bc,pct wk rsv lab det,quantile,0.1,3.542
2025-02-01,2025-01-25,-1,bc,pct wk rsv lab det,quantile,0.25,5.93
2025-02-01,2025-01-25,-1,bc,pct wk rsv lab det,quantile,0.5,8.9
