time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2019-08-24,territory,yk,3.0,2,0,3.0,0,,,0,,0,,0,,0,0,2
2019-02-02,province,qc,4537.0,940,22,4192.0,566,726.0,727.0,17,698.0,20,,0,697.0,33,9,962
2019-03-23,nation,ca,8704.0,1765,131,8319.0,657,3399.0,3374.0,61,3346.0,184,2204.0,192,2425.0,162,150,1897
2018-09-15,nation,ca,2235.0,8,1,2232.0,16,1677.0,1666.0,32,1598.0,5,963.0,299,1277.0,3,40,9
2019-04-20,province,on,1375.0,160,18,1327.0,24,655.0,646.0,4,642.0,27,213.0,22,162.0,9,38,178
2018-10-27,province,bc,449.0,21,0,449.0,2,319.0,319.0,0,319.0,0,264.0,81,264.0,2,15,21
2019-02-23,nation,ca,8927.0,1518,40,8545.0,1000,3262.0,3256.0,49,3186.0,115,1979.0,146,2324.0,177,88,1558
2018-12-29,nation,ca,11338.0,3251,26,10747.0,967,4081.0,4077.0,65,4018.0,76,2497.0,265,3207.0,167,118,3277
2019-07-27,province,qc,463.0,0,3,488.0,4,346.0,347.0,10,,0,,0,342.0,1,11,3
2019-07-06,province,bc,247.0,24,0,247.0,0,186.0,186.0,2,186.0,0,164.0,37,164.0,4,9,24
2019-04-20,province,bc,602.0,90,13,602.0,39,301.0,301.0,6,301.0,3,235.0,27,235.0,13,15,103
2018-10-27,province,on,1183.0,14,1,1178.0,12,852.0,830.0,4,837.0,3,225.0,60,189.0,1,22,15
2019-06-08,province,qc,994.0,10,26,978.0,14,497.0,499.0,13,476.0,6,,0,476.0,1,38,36
2019-07-27,province,on,558.0,3,1,558.0,1,390.0,376.0,7,370.0,6,135.0,22,107.0,0,9,4
2018-09-22,province,on,722.0,1,3,720.0,8,453.0,442.0,6,434.0,0,161.0,56,130.0,1,5,4
2018-09-29,province,qc,753.0,0,0,770.0,6,492.0,493.0,15,474.0,0,,0,474.0,0,20,0
2018-11-24,province,bc,387.0,38,0,387.0,5,183.0,183.0,2,183.0,0,148.0,31,148.0,2,7,38
2019-05-25,province,on,1059.0,34,17,1058.0,25,640.0,628.0,3,609.0,15,150.0,23,119.0,1,48,51
2019-03-23,province,bc,1291.0,582,22,1291.0,99,426.0,426.0,8,426.0,6,270.0,32,270.0,34,26,604
2019-07-27,province,bc,221.0,10,0,221.0,1,148.0,148.0,0,148.0,0,145.0,22,145.0,1,9,10
2019-07-06,province,on,511.0,3,2,510.0,2,321.0,318.0,3,299.0,2,114.0,22,81.0,0,13,5
2019-04-20,nation,ca,6826.0,933,175,6508.0,299,2970.0,2967.0,55,2864.0,153,1900.0,206,2119.0,99,234,1108
2018-10-27,province,qc,1091.0,19,1,1123.0,29,544.0,550.0,21,523.0,0,,0,523.0,2,19,20
2018-09-08,nation,ca,1880.0,15,0,1853.0,7,1480.0,1471.0,26,1383.0,3,837.0,214,1149.0,2,49,15
2019-02-16,province,qc,3954.0,735,10,3612.0,513,609.0,611.0,23,579.0,24,,0,567.0,23,10,745
2018-12-29,province,bc,910.0,461,0,910.0,63,227.0,227.0,1,227.0,1,149.0,15,149.0,4,14,461
2019-05-25,province,qc,1339.0,43,59,1248.0,27,478.0,476.0,7,457.0,13,,0,457.0,2,40,102
2018-11-24,nation,ca,6386.0,973,8,5857.0,170,3558.0,3547.0,64,3475.0,24,2296.0,280,2708.0,38,85,982
2019-07-06,province,qc,588.0,3,4,600.0,8,372.0,373.0,17,,0,,0,357.0,2,26,7
2019-04-13,province,qc,2893.0,400,46,2782.0,136,601.0,613.0,20,579.0,39,,0,576.0,10,46,446
2018-11-03,nation,ca,4703.0,396,6,4472.0,63,2921.0,2910.0,55,2841.0,9,1713.0,288,2132.0,19,85,402
2019-05-25,province,bc,291.0,7,3,291.0,3,182.0,182.0,5,182.0,1,140.0,35,140.0,8,16,10
2019-08-03,nation,ca,2022.0,24,7,2027.0,15,1503.0,1495.0,33,1060.0,9,872.0,152,1148.0,3,45,31
2018-11-24,province,on,1380.0,28,4,1378.0,45,901.0,886.0,8,872.0,3,227.0,36,203.0,4,20,32
2019-08-03,province,bc,231.0,18,0,231.0,1,144.0,143.0,3,144.0,0,137.0,30,137.0,1,13,18
2019-05-18,province,qc,1825.0,93,68,1755.0,32,543.0,545.0,23,530.0,25,,0,529.0,4,48,161
2019-06-29,province,qc,619.0,7,6,606.0,3,376.0,378.0,12,,0,,0,359.0,0,19,13
2019-08-03,province,qc,468.0,0,3,493.0,5,378.0,379.0,14,,0,,0,370.0,0,11,3
2018-09-22,province,bc,262.0,6,0,262.0,1,181.0,181.0,4,181.0,1,153.0,64,153.0,0,6,6
2018-09-01,nation,ca,1764.0,12,0,1743.0,9,1401.0,1394.0,21,1335.0,7,771.0,196,1058.0,4,35,12
2019-04-27,province,on,1438.0,134,24,1406.0,31,786.0,772.0,7,773.0,32,219.0,24,186.0,5,53,158
2019-08-03,province,on,526.0,2,0,525.0,5,346.0,338.0,3,328.0,1,100.0,20,75.0,0,10,2
2018-10-20,province,on,1103.0,18,1,1094.0,8,785.0,775.0,6,769.0,1,206.0,56,177.0,1,23,19
2018-12-01,nation,ca,7416.0,1340,10,6776.0,285,3932.0,3926.0,67,3820.0,27,2678.0,356,3137.0,63,118,1350
2019-03-16,province,on,1578.0,235,12,1519.0,74,716.0,695.0,7,700.0,24,203.0,22,172.0,10,12,247
2019-04-27,province,bc,541.0,67,8,541.0,17,302.0,302.0,1,302.0,4,255.0,49,255.0,14,29,75
2018-10-20,province,qc,966.0,9,0,964.0,19,501.0,502.0,14,481.0,0,,0,480.0,1,24,9
2019-02-23,province,bc,863.0,244,5,863.0,108,325.0,325.0,6,325.0,2,228.0,21,228.0,33,14,249
2019-07-06,nation,ca,2163.0,41,12,2139.0,14,1559.0,1557.0,32,1149.0,15,958.0,220,1221.0,11,96,53
2019-01-19,nation,ca,11505.0,2299,40,10787.0,1089,3952.0,3918.0,47,3872.0,77,2304.0,194,2829.0,201,111,2339
2018-12-22,province,on,1940.0,249,5,1918.0,192,892.0,880.0,6,877.0,16,250.0,29,226.0,19,25,254
2018-10-06,nation,ca,3384.0,52,3,3307.0,23,2444.0,2426.0,41,2312.0,7,1475.0,490,1786.0,9,46,55
2019-06-15,province,bc,299.0,12,0,299.0,0,219.0,219.0,4,219.0,0,170.0,44,170.0,2,19,12
2018-11-24,province,qc,2043.0,137,1,1891.0,104,553.0,557.0,21,538.0,1,,0,537.0,16,8,138
2019-05-25,nation,ca,4001.0,176,124,3808.0,84,2290.0,2276.0,32,2225.0,80,1280.0,210,1622.0,23,220,300
2019-03-16,province,qc,3421.0,499,17,2892.0,275,588.0,593.0,18,560.0,21,,0,560.0,16,17,516
2018-12-22,province,qc,4519.0,1200,15,3810.0,442,967.0,1009.0,23,900.0,8,,0,819.0,57,16,1215
2019-01-19,province,bc,1129.0,281,3,1129.0,69,380.0,380.0,3,380.0,2,284.0,34,284.0,21,19,284
2019-02-02,province,on,2247.0,443,5,2093.0,239,893.0,868.0,6,877.0,19,271.0,22,236.0,9,13,448
2019-04-27,nation,ca,6603.0,747,194,6327.0,223,3023.0,3008.0,51,2927.0,139,1906.0,260,2098.0,73,262,941
2019-06-15,nation,ca,3120.0,88,48,3066.0,37,2050.0,2031.0,40,1961.0,48,1192.0,247,1516.0,19,148,136
2019-04-20,province,qc,2696.0,343,64,2568.0,121,562.0,568.0,16,541.0,35,,0,539.0,15,54,407
2018-10-27,nation,ca,4470.0,234,4,4346.0,48,3081.0,3065.0,49,2946.0,9,1855.0,403,2193.0,11,99,238
2019-01-12,province,qc,6300.0,1344,32,5652.0,588,1095.0,1097.0,18,1063.0,18,,0,1006.0,56,13,1376
2019-03-23,province,on,1669.0,243,13,1622.0,79,782.0,758.0,7,767.0,33,283.0,26,222.0,10,21,256
2018-10-20,province,bc,325.0,14,1,325.0,1,226.0,226.0,4,226.0,0,187.0,77,187.0,5,9,15
2019-06-08,province,on,861.0,12,10,861.0,4,522.0,504.0,4,507.0,11,164.0,31,139.0,2,34,22
2019-02-09,province,bc,822.0,145,2,822.0,90,310.0,310.0,7,310.0,1,211.0,36,211.0,28,9,147
2019-07-13,province,bc,226.0,15,2,226.0,4,173.0,173.0,3,173.0,0,138.0,29,138.0,4,8,17
2019-03-02,province,qc,3469.0,601,28,2967.0,395,621.0,627.0,12,602.0,17,,0,600.0,26,11,629
2018-09-29,province,bc,289.0,8,1,289.0,1,194.0,194.0,3,194.0,1,150.0,58,150.0,4,7,9
2019-04-06,province,on,1511.0,233,14,1440.0,48,738.0,707.0,12,713.0,39,248.0,23,196.0,8,34,247
2018-11-10,nation,ca,5665.0,557,15,5234.0,110,3474.0,3459.0,69,3375.0,14,1998.0,304,2325.0,16,87,572
2019-06-08,nation,ca,3257.0,83,60,3170.0,36,2084.0,2068.0,35,2021.0,51,1187.0,224,1564.0,20,157,143
