reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2024-12-28,pct wk covid lab det,-1,ab,2024-12-21,quantile,0.025,4.3
2024-12-28,pct wk covid lab det,-1,ab,2024-12-21,quantile,0.1,4.85
2024-12-28,pct wk covid lab det,-1,ab,2024-12-21,quantile,0.25,6.18
2024-12-28,pct wk covid lab det,-1,ab,2024-12-21,quantile,0.5,8.83
2024-12-28,pct wk covid lab det,-1,ab,2024-12-21,quantile,0.75,11.48
2024-12-28,pct wk covid lab det,-1,ab,2024-12-21,quantile,0.9,12.8
2024-12-28,pct wk covid lab det,-1,ab,2024-12-21,quantile,0.975,13.36
2024-12-28,pct wk covid lab det,0,ab,2024-12-28,quantile,0.025,4.24
2024-12-28,pct wk covid lab det,0,ab,2024-12-28,quantile,0.1,4.86
2024-12-28,pct wk covid lab det,0,ab,2024-12-28,quantile,0.25,6.35
2024-12-28,pct wk covid lab det,0,ab,2024-12-28,quantile,0.5,9.32
2024-12-28,pct wk covid lab det,0,ab,2024-12-28,quantile,0.75,12.3
2024-12-28,pct wk covid lab det,0,ab,2024-12-28,quantile,0.9,13.79
2024-12-28,pct wk covid lab det,0,ab,2024-12-28,quantile,0.975,14.41
2024-12-28,pct wk covid lab det,1,ab,2025-01-04,quantile,0.025,4.82
2024-12-28,pct wk covid lab det,1,ab,2025-01-04,quantile,0.1,5.41
2024-12-28,pct wk covid lab det,1,ab,2025-01-04,quantile,0.25,6.8
2024-12-28,pct wk covid lab det,1,ab,2025-01-04,quantile,0.5,9.6
2024-12-28,pct wk covid lab det,1,ab,2025-01-04,quantile,0.75,12.39
2024-12-28,pct wk covid lab det,1,ab,2025-01-04,quantile,0.9,13.79
2024-12-28,pct wk covid lab det,1,ab,2025-01-04,quantile,0.975,14.38
2024-12-28,pct wk covid lab det,2,ab,2025-01-11,quantile,0.025,4.13
2024-12-28,pct wk covid lab det,2,ab,2025-01-11,quantile,0.1,4.75
2024-12-28,pct wk covid lab det,2,ab,2025-01-11,quantile,0.25,6.22
2024-12-28,pct wk covid lab det,2,ab,2025-01-11,quantile,0.5,9.17
