reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-01-18,pct wk covid lab det,-1,ab,2025-01-11,quantile,0.025,3.25
2025-01-18,pct wk covid lab det,-1,ab,2025-01-11,quantile,0.1,3.74
2025-01-18,pct wk covid lab det,-1,ab,2025-01-11,quantile,0.25,4.9
2025-01-18,pct wk covid lab det,-1,ab,2025-01-11,quantile,0.5,7.23
2025-01-18,pct wk covid lab det,-1,ab,2025-01-11,quantile,0.75,9.56
2025-01-18,pct wk covid lab det,-1,ab,2025-01-11,quantile,0.9,10.72
2025-01-18,pct wk covid lab det,-1,ab,2025-01-11,quantile,0.975,11.21
2025-01-18,pct wk covid lab det,0,ab,2025-01-18,quantile,0.025,2.46
2025-01-18,pct wk covid lab det,0,ab,2025-01-18,quantile,0.1,2.99
2025-01-18,pct wk covid lab det,0,ab,2025-01-18,quantile,0.25,4.24
2025-01-18,pct wk covid lab det,0,ab,2025-01-18,quantile,0.5,6.74
2025-01-18,pct wk covid lab det,0,ab,2025-01-18,quantile,0.75,9.24
2025-01-18,pct wk covid lab det,0,ab,2025-01-18,quantile,0.9,10.49
2025-01-18,pct wk covid lab det,0,ab,2025-01-18,quantile,0.975,11.02
2025-01-18,pct wk covid lab det,1,ab,2025-01-25,quantile,0.025,2.4
2025-01-18,pct wk covid lab det,1,ab,2025-01-25,quantile,0.1,2.89
2025-01-18,pct wk covid lab det,1,ab,2025-01-25,quantile,0.25,4.06
2025-01-18,pct wk covid lab det,1,ab,2025-01-25,quantile,0.5,6.41
2025-01-18,pct wk covid lab det,1,ab,2025-01-25,quantile,0.75,8.75
2025-01-18,pct wk covid lab det,1,ab,2025-01-25,quantile,0.9,9.92
2025-01-18,pct wk covid lab det,1,ab,2025-01-25,quantile,0.975,10.41
2025-01-18,pct wk covid lab det,2,ab,2025-02-01,quantile,0.025,1.51
2025-01-18,pct wk covid lab det,2,ab,2025-02-01,quantile,0.1,2.03
2025-01-18,pct wk covid lab det,2,ab,2025-02-01,quantile,0.25,3.27
2025-01-18,pct wk covid lab det,2,ab,2025-02-01,quantile,0.5,5.75
2025-01-18,pct wk covid lab det,2,ab,2025-02-01,quantile,0.75,8.24
2025-01-18,pct wk covid lab det,2,ab,2025-02-01,quantile,0.9,9.48
2025-01-18,pct wk covid lab det,2,ab,2025-02-01,quantile,0.975,10.0
2025-01-18,pct wk covid lab det,3,ab,2025-02-08,quantile,0.025,0.48
2025-01-18,pct wk covid lab det,3,ab,2025-02-08,quantile,0.1,1.03
2025-01-18,pct wk covid lab det,3,ab,2025-02-08,quantile,0.25,2.32
2025-01-18,pct wk covid lab det,3,ab,2025-02-08,quantile,0.5,4.9
2025-01-18,pct wk covid lab det,3,ab,2025-02-08,quantile,0.75,7.49
2025-01-18,pct wk covid lab det,3,ab,2025-02-08,quantile,0.9,8.78
2025-01-18,pct wk covid lab det,3,ab,2025-02-08,quantile,0.975,9.32
2025-01-18,pct wk flu lab det,-1,ab,2025-01-11,quantile,0.025,0.0
2025-01-18,pct wk flu lab det,-1,ab,2025-01-11,quantile,0.1,1.42
2025-01-18,pct wk flu lab det,-1,ab,2025-01-11,quantile,0.25,4.8
2025-01-18,pct wk flu lab det,-1,ab,2025-01-11,quantile,0.5,11.57
2025-01-18,pct wk flu lab det,-1,ab,2025-01-11,quantile,0.75,18.35
2025-01-18,pct wk flu lab det,-1,ab,2025-01-11,quantile,0.9,21.73
2025-01-18,pct wk flu lab det,-1,ab,2025-01-11,quantile,0.975,23.15
2025-01-18,pct wk flu lab det,0,ab,2025-01-18,quantile,0.025,0.0
2025-01-18,pct wk flu lab det,0,ab,2025-01-18,quantile,0.1,1.24
2025-01-18,pct wk flu lab det,0,ab,2025-01-18,quantile,0.25,4.2
2025-01-18,pct wk flu lab det,0,ab,2025-01-18,quantile,0.5,10.13
2025-01-18,pct wk flu lab det,0,ab,2025-01-18,quantile,0.75,16.07
2025-01-18,pct wk flu lab det,0,ab,2025-01-18,quantile,0.9,19.02
2025-01-18,pct wk flu lab det,0,ab,2025-01-18,quantile,0.975,20.27
2025-01-18,pct wk flu lab det,1,ab,2025-01-25,quantile,0.025,0.0
2025-01-18,pct wk flu lab det,1,ab,2025-01-25,quantile,0.1,1.21
2025-01-18,pct wk flu lab det,1,ab,2025-01-25,quantile,0.25,4.09
2025-01-18,pct wk flu lab det,1,ab,2025-01-25,quantile,0.5,9.87
2025-01-18,pct wk flu lab det,1,ab,2025-01-25,quantile,0.75,15.65
2025-01-18,pct wk flu lab det,1,ab,2025-01-25,quantile,0.9,18.53
2025-01-18,pct wk flu lab det,1,ab,2025-01-25,quantile,0.975,19.74
2025-01-18,pct wk flu lab det,2,ab,2025-02-01,quantile,0.025,0.0
2025-01-18,pct wk flu lab det,2,ab,2025-02-01,quantile,0.1,1.22
2025-01-18,pct wk flu lab det,2,ab,2025-02-01,quantile,0.25,4.12
2025-01-18,pct wk flu lab det,2,ab,2025-02-01,quantile,0.5,9.94
2025-01-18,pct wk flu lab det,2,ab,2025-02-01,quantile,0.75,15.75
2025-01-18,pct wk flu lab det,2,ab,2025-02-01,quantile,0.9,18.65
2025-01-18,pct wk flu lab det,2,ab,2025-02-01,quantile,0.975,19.87
2025-01-18,pct wk flu lab det,3,ab,2025-02-08,quantile,0.025,0.0
2025-01-18,pct wk flu lab det,3,ab,2025-02-08,quantile,0.1,1.26
2025-01-18,pct wk flu lab det,3,ab,2025-02-08,quantile,0.25,4.26
2025-01-18,pct wk flu lab det,3,ab,2025-02-08,quantile,0.5,10.28
2025-01-18,pct wk flu lab det,3,ab,2025-02-08,quantile,0.75,16.3
2025-01-18,pct wk flu lab det,3,ab,2025-02-08,quantile,0.9,19.3
2025-01-18,pct wk flu lab det,3,ab,2025-02-08,quantile,0.975,20.56
2025-01-18,pct wk rsv lab det,-1,ab,2025-01-11,quantile,0.025,0.0
2025-01-18,pct wk rsv lab det,-1,ab,2025-01-11,quantile,0.1,1.07
2025-01-18,pct wk rsv lab det,-1,ab,2025-01-11,quantile,0.25,3.61
2025-01-18,pct wk rsv lab det,-1,ab,2025-01-11,quantile,0.5,8.71
2025-01-18,pct wk rsv lab det,-1,ab,2025-01-11,quantile,0.75,13.81
2025-01-18,pct wk rsv lab det,-1,ab,2025-01-11,quantile,0.9,16.36
2025-01-18,pct wk rsv lab det,-1,ab,2025-01-11,quantile,0.975,17.43
2025-01-18,pct wk rsv lab det,0,ab,2025-01-18,quantile,0.025,0.0
2025-01-18,pct wk rsv lab det,0,ab,2025-01-18,quantile,0.1,1.05
2025-01-18,pct wk rsv lab det,0,ab,2025-01-18,quantile,0.25,3.55
2025-01-18,pct wk rsv lab det,0,ab,2025-01-18,quantile,0.5,8.57
2025-01-18,pct wk rsv lab det,0,ab,2025-01-18,quantile,0.75,13.58
2025-01-18,pct wk rsv lab det,0,ab,2025-01-18,quantile,0.9,16.09
2025-01-18,pct wk rsv lab det,0,ab,2025-01-18,quantile,0.975,17.14
2025-01-18,pct wk rsv lab det,1,ab,2025-01-25,quantile,0.025,0.0
2025-01-18,pct wk rsv lab det,1,ab,2025-01-25,quantile,0.1,1.02
