reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2024-12-14,pct wk covid lab det,-1,ab,2024-12-07,quantile,0.025,3.72
2024-12-14,pct wk covid lab det,-1,ab,2024-12-07,quantile,0.1,4.13
2024-12-14,pct wk covid lab det,-1,ab,2024-12-07,quantile,0.25,5.35
2024-12-14,pct wk covid lab det,-1,ab,2024-12-07,quantile,0.5,8.62
2024-12-14,pct wk covid lab det,-1,ab,2024-12-07,quantile,0.75,11.89
2024-12-14,pct wk covid lab det,-1,ab,2024-12-07,quantile,0.9,13.11
2024-12-14,pct wk covid lab det,-1,ab,2024-12-07,quantile,0.975,13.51
2024-12-14,pct wk covid lab det,0,ab,2024-12-14,quantile,0.025,3.79
2024-12-14,pct wk covid lab det,0,ab,2024-12-14,quantile,0.1,4.18
2024-12-14,pct wk covid lab det,0,ab,2024-12-14,quantile,0.25,5.39
2024-12-14,pct wk covid lab det,0,ab,2024-12-14,quantile,0.5,8.62
2024-12-14,pct wk covid lab det,0,ab,2024-12-14,quantile,0.75,11.86
2024-12-14,pct wk covid lab det,0,ab,2024-12-14,quantile,0.9,13.06
2024-12-14,pct wk covid lab det,0,ab,2024-12-14,quantile,0.975,13.46
2024-12-14,pct wk covid lab det,1,ab,2024-12-21,quantile,0.025,3.67
2024-12-14,pct wk covid lab det,1,ab,2024-12-21,quantile,0.1,4.1
2024-12-14,pct wk covid lab det,1,ab,2024-12-21,quantile,0.25,5.4
2024-12-14,pct wk covid lab det,1,ab,2024-12-21,quantile,0.5,8.88
2024-12-14,pct wk covid lab det,1,ab,2024-12-21,quantile,0.75,12.37
2024-12-14,pct wk covid lab det,1,ab,2024-12-21,quantile,0.9,13.67
2024-12-14,pct wk covid lab det,1,ab,2024-12-21,quantile,0.975,14.1
2024-12-14,pct wk covid lab det,2,ab,2024-12-28,quantile,0.025,4.59
2024-12-14,pct wk covid lab det,2,ab,2024-12-28,quantile,0.1,5.02
2024-12-14,pct wk covid lab det,2,ab,2024-12-28,quantile,0.25,6.32
2024-12-14,pct wk covid lab det,2,ab,2024-12-28,quantile,0.5,9.82
2024-12-14,pct wk covid lab det,2,ab,2024-12-28,quantile,0.75,13.31
2024-12-14,pct wk covid lab det,2,ab,2024-12-28,quantile,0.9,14.61
2024-12-14,pct wk covid lab det,2,ab,2024-12-28,quantile,0.975,15.04
2024-12-14,pct wk covid lab det,3,ab,2025-01-04,quantile,0.025,4.59
2024-12-14,pct wk covid lab det,3,ab,2025-01-04,quantile,0.1,5.01
2024-12-14,pct wk covid lab det,3,ab,2025-01-04,quantile,0.25,6.31
2024-12-14,pct wk covid lab det,3,ab,2025-01-04,quantile,0.5,9.77
2024-12-14,pct wk covid lab det,3,ab,2025-01-04,quantile,0.75,13.23
2024-12-14,pct wk covid lab det,3,ab,2025-01-04,quantile,0.9,14.52
2024-12-14,pct wk covid lab det,3,ab,2025-01-04,quantile,0.975,14.95
2024-12-14,pct wk flu lab det,-1,ab,2024-12-07,quantile,0.025,0.0
2024-12-14,pct wk flu lab det,-1,ab,2024-12-07,quantile,0.1,1.47
2024-12-14,pct wk flu lab det,-1,ab,2024-12-07,quantile,0.25,5.94
2024-12-14,pct wk flu lab det,-1,ab,2024-12-07,quantile,0.5,17.9
2024-12-14,pct wk flu lab det,-1,ab,2024-12-07,quantile,0.75,29.86
2024-12-14,pct wk flu lab det,-1,ab,2024-12-07,quantile,0.9,34.33
2024-12-14,pct wk flu lab det,-1,ab,2024-12-07,quantile,0.975,35.8
2024-12-14,pct wk flu lab det,0,ab,2024-12-14,quantile,0.025,0.0
2024-12-14,pct wk flu lab det,0,ab,2024-12-14,quantile,0.1,1.6
2024-12-14,pct wk flu lab det,0,ab,2024-12-14,quantile,0.25,6.47
2024-12-14,pct wk flu lab det,0,ab,2024-12-14,quantile,0.5,19.5
2024-12-14,pct wk flu lab det,0,ab,2024-12-14,quantile,0.75,32.53
2024-12-14,pct wk flu lab det,0,ab,2024-12-14,quantile,0.9,37.4
2024-12-14,pct wk flu lab det,0,ab,2024-12-14,quantile,0.975,39.0
