reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-01-25,pct wk covid lab det,-1,ab,2025-01-18,quantile,0.025,1.88
2025-01-25,pct wk covid lab det,-1,ab,2025-01-18,quantile,0.1,2.4
2025-01-25,pct wk covid lab det,-1,ab,2025-01-18,quantile,0.25,3.64
2025-01-25,pct wk covid lab det,-1,ab,2025-01-18,quantile,0.5,6.11
2025-01-25,pct wk covid lab det,-1,ab,2025-01-18,quantile,0.75,8.59
2025-01-25,pct wk covid lab det,-1,ab,2025-01-18,quantile,0.9,9.82
2025-01-25,pct wk covid lab det,-1,ab,2025-01-18,quantile,0.975,10.34
2025-01-25,pct wk covid lab det,0,ab,2025-01-25,quantile,0.025,1.63
2025-01-25,pct wk covid lab det,0,ab,2025-01-25,quantile,0.1,2.15
2025-01-25,pct wk covid lab det,0,ab,2025-01-25,quantile,0.25,3.38
2025-01-25,pct wk covid lab det,0,ab,2025-01-25,quantile,0.5,5.86
2025-01-25,pct wk covid lab det,0,ab,2025-01-25,quantile,0.75,8.34
2025-01-25,pct wk covid lab det,0,ab,2025-01-25,quantile,0.9,9.57
2025-01-25,pct wk covid lab det,0,ab,2025-01-25,quantile,0.975,10.09
2025-01-25,pct wk covid lab det,1,ab,2025-02-01,quantile,0.025,1.13
2025-01-25,pct wk covid lab det,1,ab,2025-02-01,quantile,0.1,1.67
2025-01-25,pct wk covid lab det,1,ab,2025-02-01,quantile,0.25,2.94
2025-01-25,pct wk covid lab det,1,ab,2025-02-01,quantile,0.5,5.5
2025-01-25,pct wk covid lab det,1,ab,2025-02-01,quantile,0.75,8.05
2025-01-25,pct wk covid lab det,1,ab,2025-02-01,quantile,0.9,9.33
2025-01-25,pct wk covid lab det,1,ab,2025-02-01,quantile,0.975,9.86
2025-01-25,pct wk covid lab det,2,ab,2025-02-08,quantile,0.025,0.34
2025-01-25,pct wk covid lab det,2,ab,2025-02-08,quantile,0.1,0.86
2025-01-25,pct wk covid lab det,2,ab,2025-02-08,quantile,0.25,2.11
2025-01-25,pct wk covid lab det,2,ab,2025-02-08,quantile,0.5,4.61
2025-01-25,pct wk covid lab det,2,ab,2025-02-08,quantile,0.75,7.11
2025-01-25,pct wk covid lab det,2,ab,2025-02-08,quantile,0.9,8.35
