reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-03-01,pct wk covid lab det,-1,ab,2025-02-22,quantile,0.025,0
2025-03-01,pct wk covid lab det,-1,ab,2025-02-22,quantile,0.1,0
2025-03-01,pct wk covid lab det,-1,ab,2025-02-22,quantile,0.25,0
2025-03-01,pct wk covid lab det,-1,ab,2025-02-22,quantile,0.5,1
2025-03-01,pct wk covid lab det,-1,ab,2025-02-22,quantile,0.75,2
2025-03-01,pct wk covid lab det,-1,ab,2025-02-22,quantile,0.9,3
2025-03-01,pct wk covid lab det,-1,ab,2025-02-22,quantile,0.975,3
2025-03-01,pct wk covid lab det,0,ab,2025-03-01,quantile,0.025,0
2025-03-01,pct wk covid lab det,0,ab,2025-03-01,quantile,0.1,0
2025-03-01,pct wk covid lab det,0,ab,2025-03-01,quantile,0.25,0
2025-03-01,pct wk covid lab det,0,ab,2025-03-01,quantile,0.5,1
2025-03-01,pct wk covid lab det,0,ab,2025-03-01,quantile,0.75,2
2025-03-01,pct wk covid lab det,0,ab,2025-03-01,quantile,0.9,2
2025-03-01,pct wk covid lab det,0,ab,2025-03-01,quantile,0.975,3
2025-03-01,pct wk covid lab det,1,ab,2025-03-08,quantile,0.025,0
2025-03-01,pct wk covid lab det,1,ab,2025-03-08,quantile,0.1,0
2025-03-01,pct wk covid lab det,1,ab,2025-03-08,quantile,0.25,0
2025-03-01,pct wk covid lab det,1,ab,2025-03-08,quantile,0.5,1
2025-03-01,pct wk covid lab det,1,ab,2025-03-08,quantile,0.75,2
2025-03-01,pct wk covid lab det,1,ab,2025-03-08,quantile,0.9,2
2025-03-01,pct wk covid lab det,1,ab,2025-03-08,quantile,0.975,3
2025-03-01,pct wk covid lab det,2,ab,2025-03-15,quantile,0.025,0
2025-03-01,pct wk covid lab det,2,ab,2025-03-15,quantile,0.1,0
2025-03-01,pct wk covid lab det,2,ab,2025-03-15,quantile,0.25,0
2025-03-01,pct wk covid lab det,2,ab,2025-03-15,quantile,0.5,1
2025-03-01,pct wk covid lab det,2,ab,2025-03-15,quantile,0.75,2
2025-03-01,pct wk covid lab det,2,ab,2025-03-15,quantile,0.9,3
2025-03-01,pct wk covid lab det,2,ab,2025-03-15,quantile,0.975,3
2025-03-01,pct wk covid lab det,3,ab,2025-03-22,quantile,0.025,0
2025-03-01,pct wk covid lab det,3,ab,2025-03-22,quantile,0.1,0
2025-03-01,pct wk covid lab det,3,ab,2025-03-22,quantile,0.25,0
2025-03-01,pct wk covid lab det,3,ab,2025-03-22,quantile,0.5,1
2025-03-01,pct wk covid lab det,3,ab,2025-03-22,quantile,0.75,2
2025-03-01,pct wk covid lab det,3,ab,2025-03-22,quantile,0.9,2
2025-03-01,pct wk covid lab det,3,ab,2025-03-22,quantile,0.975,2
2025-03-01,pct wk flu lab det,-1,ab,2025-02-22,quantile,0.025,0
2025-03-01,pct wk flu lab det,-1,ab,2025-02-22,quantile,0.1,2
2025-03-01,pct wk flu lab det,-1,ab,2025-02-22,quantile,0.25,7
2025-03-01,pct wk flu lab det,-1,ab,2025-02-22,quantile,0.5,17
2025-03-01,pct wk flu lab det,-1,ab,2025-02-22,quantile,0.75,27
2025-03-01,pct wk flu lab det,-1,ab,2025-02-22,quantile,0.9,33
2025-03-01,pct wk flu lab det,-1,ab,2025-02-22,quantile,0.975,35
2025-03-01,pct wk flu lab det,0,ab,2025-03-01,quantile,0.025,0
2025-03-01,pct wk flu lab det,0,ab,2025-03-01,quantile,0.1,2
2025-03-01,pct wk flu lab det,0,ab,2025-03-01,quantile,0.25,7
2025-03-01,pct wk flu lab det,0,ab,2025-03-01,quantile,0.5,18
2025-03-01,pct wk flu lab det,0,ab,2025-03-01,quantile,0.75,30
2025-03-01,pct wk flu lab det,0,ab,2025-03-01,quantile,0.9,35
2025-03-01,pct wk flu lab det,0,ab,2025-03-01,quantile,0.975,37
2025-03-01,pct wk flu lab det,1,ab,2025-03-08,quantile,0.025,0
2025-03-01,pct wk flu lab det,1,ab,2025-03-08,quantile,0.1,2
2025-03-01,pct wk flu lab det,1,ab,2025-03-08,quantile,0.25,7
2025-03-01,pct wk flu lab det,1,ab,2025-03-08,quantile,0.5,18
2025-03-01,pct wk flu lab det,1,ab,2025-03-08,quantile,0.75,29
2025-03-01,pct wk flu lab det,1,ab,2025-03-08,quantile,0.9,34
2025-03-01,pct wk flu lab det,1,ab,2025-03-08,quantile,0.975,36
2025-03-01,pct wk flu lab det,2,ab,2025-03-15,quantile,0.025,0
2025-03-01,pct wk flu lab det,2,ab,2025-03-15,quantile,0.1,2
2025-03-01,pct wk flu lab det,2,ab,2025-03-15,quantile,0.25,7
2025-03-01,pct wk flu lab det,2,ab,2025-03-15,quantile,0.5,18
2025-03-01,pct wk flu lab det,2,ab,2025-03-15,quantile,0.75,28
2025-03-01,pct wk flu lab det,2,ab,2025-03-15,quantile,0.9,34
2025-03-01,pct wk flu lab det,2,ab,2025-03-15,quantile,0.975,36
2025-03-01,pct wk flu lab det,3,ab,2025-03-22,quantile,0.025,0
2025-03-01,pct wk flu lab det,3,ab,2025-03-22,quantile,0.1,2
2025-03-01,pct wk flu lab det,3,ab,2025-03-22,quantile,0.25,7
2025-03-01,pct wk flu lab det,3,ab,2025-03-22,quantile,0.5,17
2025-03-01,pct wk flu lab det,3,ab,2025-03-22,quantile,0.75,28
2025-03-01,pct wk flu lab det,3,ab,2025-03-22,quantile,0.9,33
2025-03-01,pct wk flu lab det,3,ab,2025-03-22,quantile,0.975,35
2025-03-01,pct wk rsv lab det,-1,ab,2025-02-22,quantile,0.025,0
2025-03-01,pct wk rsv lab det,-1,ab,2025-02-22,quantile,0.1,0
2025-03-01,pct wk rsv lab det,-1,ab,2025-02-22,quantile,0.25,1
2025-03-01,pct wk rsv lab det,-1,ab,2025-02-22,quantile,0.5,4
2025-03-01,pct wk rsv lab det,-1,ab,2025-02-22,quantile,0.75,6
2025-03-01,pct wk rsv lab det,-1,ab,2025-02-22,quantile,0.9,8
2025-03-01,pct wk rsv lab det,-1,ab,2025-02-22,quantile,0.975,8
2025-03-01,pct wk rsv lab det,0,ab,2025-03-01,quantile,0.025,0
2025-03-01,pct wk rsv lab det,0,ab,2025-03-01,quantile,0.1,0
2025-03-01,pct wk rsv lab det,0,ab,2025-03-01,quantile,0.25,1
2025-03-01,pct wk rsv lab det,0,ab,2025-03-01,quantile,0.5,4
2025-03-01,pct wk rsv lab det,0,ab,2025-03-01,quantile,0.75,6
2025-03-01,pct wk rsv lab det,0,ab,2025-03-01,quantile,0.9,7
2025-03-01,pct wk rsv lab det,0,ab,2025-03-01,quantile,0.975,8
2025-03-01,pct wk rsv lab det,1,ab,2025-03-08,quantile,0.025,0
2025-03-01,pct wk rsv lab det,1,ab,2025-03-08,quantile,0.1,0
2025-03-01,pct wk rsv lab det,1,ab,2025-03-08,quantile,0.25,1
2025-03-01,pct wk rsv lab det,1,ab,2025-03-08,quantile,0.5,4
2025-03-01,pct wk rsv lab det,1,ab,2025-03-08,quantile,0.75,6
2025-03-01,pct wk rsv lab det,1,ab,2025-03-08,quantile,0.9,7
2025-03-01,pct wk rsv lab det,1,ab,2025-03-08,quantile,0.975,8
2025-03-01,pct wk rsv lab det,2,ab,2025-03-15,quantile,0.025,0
2025-03-01,pct wk rsv lab det,2,ab,2025-03-15,quantile,0.1,0
2025-03-01,pct wk rsv lab det,2,ab,2025-03-15,quantile,0.25,1
2025-03-01,pct wk rsv lab det,2,ab,2025-03-15,quantile,0.5,4
2025-03-01,pct wk rsv lab det,2,ab,2025-03-15,quantile,0.75,6
2025-03-01,pct wk rsv lab det,2,ab,2025-03-15,quantile,0.9,7
2025-03-01,pct wk rsv lab det,2,ab,2025-03-15,quantile,0.975,8
2025-03-01,pct wk rsv lab det,3,ab,2025-03-22,quantile,0.025,0
2025-03-01,pct wk rsv lab det,3,ab,2025-03-22,quantile,0.1,0
2025-03-01,pct wk rsv lab det,3,ab,2025-03-22,quantile,0.25,1
2025-03-01,pct wk rsv lab det,3,ab,2025-03-22,quantile,0.5,4
2025-03-01,pct wk rsv lab det,3,ab,2025-03-22,quantile,0.75,6
2025-03-01,pct wk rsv lab det,3,ab,2025-03-22,quantile,0.9,7
2025-03-01,pct wk rsv lab det,3,ab,2025-03-22,quantile,0.975,8
2025-03-01,pct wk covid lab det,-1,atlantic,2025-02-22,quantile,0.025,0
2025-03-01,pct wk covid lab det,-1,atlantic,2025-02-22,quantile,0.1,0
2025-03-01,pct wk covid lab det,-1,atlantic,2025-02-22,quantile,0.25,1
2025-03-01,pct wk covid lab det,-1,atlantic,2025-02-22,quantile,0.5,4
2025-03-01,pct wk covid lab det,-1,atlantic,2025-02-22,quantile,0.75,6
2025-03-01,pct wk covid lab det,-1,atlantic,2025-02-22,quantile,0.9,7
2025-03-01,pct wk covid lab det,-1,atlantic,2025-02-22,quantile,0.975,8
