reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-01-11,pct wk covid lab det,-1,ab,2025-01-04,quantile,0.025,3.83
2025-01-11,pct wk covid lab det,-1,ab,2025-01-04,quantile,0.1,4.19
2025-01-11,pct wk covid lab det,-1,ab,2025-01-04,quantile,0.25,5.26
2025-01-11,pct wk covid lab det,-1,ab,2025-01-04,quantile,0.5,8.15
2025-01-11,pct wk covid lab det,-1,ab,2025-01-04,quantile,0.75,11.04
2025-01-11,pct wk covid lab det,-1,ab,2025-01-04,quantile,0.9,12.12
2025-01-11,pct wk covid lab det,-1,ab,2025-01-04,quantile,0.975,12.48
2025-01-11,pct wk covid lab det,0,ab,2025-01-11,quantile,0.025,2.99
2025-01-11,pct wk covid lab det,0,ab,2025-01-11,quantile,0.1,3.38
2025-01-11,pct wk covid lab det,0,ab,2025-01-11,quantile,0.25,4.54
2025-01-11,pct wk covid lab det,0,ab,2025-01-11,quantile,0.5,7.66
2025-01-11,pct wk covid lab det,0,ab,2025-01-11,quantile,0.75,10.79
2025-01-11,pct wk covid lab det,0,ab,2025-01-11,quantile,0.9,11.95
2025-01-11,pct wk covid lab det,0,ab,2025-01-11,quantile,0.975,12.34
2025-01-11,pct wk covid lab det,1,ab,2025-01-18,quantile,0.025,2.81
2025-01-11,pct wk covid lab det,1,ab,2025-01-18,quantile,0.1,3.18
2025-01-11,pct wk covid lab det,1,ab,2025-01-18,quantile,0.25,4.29
2025-01-11,pct wk covid lab det,1,ab,2025-01-18,quantile,0.5,7.26
2025-01-11,pct wk covid lab det,1,ab,2025-01-18,quantile,0.75,10.24
2025-01-11,pct wk covid lab det,1,ab,2025-01-18,quantile,0.9,11.35
2025-01-11,pct wk covid lab det,1,ab,2025-01-18,quantile,0.975,11.72
2025-01-11,pct wk covid lab det,2,ab,2025-01-25,quantile,0.025,2.09
2025-01-11,pct wk covid lab det,2,ab,2025-01-25,quantile,0.1,2.47
2025-01-11,pct wk covid lab det,2,ab,2025-01-25,quantile,0.25,3.62
2025-01-11,pct wk covid lab det,2,ab,2025-01-25,quantile,0.5,6.72
2025-01-11,pct wk covid lab det,2,ab,2025-01-25,quantile,0.75,9.81
2025-01-11,pct wk covid lab det,2,ab,2025-01-25,quantile,0.9,10.96
2025-01-11,pct wk covid lab det,2,ab,2025-01-25,quantile,0.975,11.35
2025-01-11,pct wk covid lab det,3,ab,2025-02-01,quantile,0.025,1.93
2025-01-11,pct wk covid lab det,3,ab,2025-02-01,quantile,0.1,2.3
2025-01-11,pct wk covid lab det,3,ab,2025-02-01,quantile,0.25,3.43
2025-01-11,pct wk covid lab det,3,ab,2025-02-01,quantile,0.5,6.43
2025-01-11,pct wk covid lab det,3,ab,2025-02-01,quantile,0.75,9.44
2025-01-11,pct wk covid lab det,3,ab,2025-02-01,quantile,0.9,10.56
2025-01-11,pct wk covid lab det,3,ab,2025-02-01,quantile,0.975,10.93
2025-01-11,pct wk flu lab det,-1,ab,2025-01-04,quantile,0.025,0.0
2025-01-11,pct wk flu lab det,-1,ab,2025-01-04,quantile,0.1,1.46
2025-01-11,pct wk flu lab det,-1,ab,2025-01-04,quantile,0.25,5.9
