reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-02-01,pct wk covid lab det,-1,ab,2025-01-25,quantile,0.025,0.0
2025-02-01,pct wk covid lab det,-1,ab,2025-01-25,quantile,0.1,0.0
2025-02-01,pct wk covid lab det,-1,ab,2025-01-25,quantile,0.25,0.11
2025-02-01,pct wk covid lab det,-1,ab,2025-01-25,quantile,0.5,2.75
2025-02-01,pct wk covid lab det,-1,ab,2025-01-25,quantile,0.75,5.39
2025-02-01,pct wk covid lab det,-1,ab,2025-01-25,quantile,0.9,6.71
2025-02-01,pct wk covid lab det,-1,ab,2025-01-25,quantile,0.975,7.26
2025-02-01,pct wk covid lab det,0,ab,2025-02-01,quantile,0.025,0.0
2025-02-01,pct wk covid lab det,0,ab,2025-02-01,quantile,0.1,0.0
2025-02-01,pct wk covid lab det,0,ab,2025-02-01,quantile,0.25,0.0
2025-02-01,pct wk covid lab det,0,ab,2025-02-01,quantile,0.5,2.66
2025-02-01,pct wk covid lab det,0,ab,2025-02-01,quantile,0.75,5.42
2025-02-01,pct wk covid lab det,0,ab,2025-02-01,quantile,0.9,6.8
2025-02-01,pct wk covid lab det,0,ab,2025-02-01,quantile,0.975,7.38
2025-02-01,pct wk covid lab det,1,ab,2025-02-08,quantile,0.025,0.0
2025-02-01,pct wk covid lab det,1,ab,2025-02-08,quantile,0.1,0.0
2025-02-01,pct wk covid lab det,1,ab,2025-02-08,quantile,0.25,0.0
2025-02-01,pct wk covid lab det,1,ab,2025-02-08,quantile,0.5,2.36
2025-02-01,pct wk covid lab det,1,ab,2025-02-08,quantile,0.75,5.02
2025-02-01,pct wk covid lab det,1,ab,2025-02-08,quantile,0.9,6.34
2025-02-01,pct wk covid lab det,1,ab,2025-02-08,quantile,0.975,6.9
2025-02-01,pct wk covid lab det,2,ab,2025-02-15,quantile,0.025,0.0
2025-02-01,pct wk covid lab det,2,ab,2025-02-15,quantile,0.1,0.0
2025-02-01,pct wk covid lab det,2,ab,2025-02-15,quantile,0.25,0.0
2025-02-01,pct wk covid lab det,2,ab,2025-02-15,quantile,0.5,1.86
2025-02-01,pct wk covid lab det,2,ab,2025-02-15,quantile,0.75,4.59
2025-02-01,pct wk covid lab det,2,ab,2025-02-15,quantile,0.9,5.95
2025-02-01,pct wk covid lab det,2,ab,2025-02-15,quantile,0.975,6.52
2025-02-01,pct wk covid lab det,3,ab,2025-02-22,quantile,0.025,0.0
2025-02-01,pct wk covid lab det,3,ab,2025-02-22,quantile,0.1,0.0
2025-02-01,pct wk covid lab det,3,ab,2025-02-22,quantile,0.25,0.0
2025-02-01,pct wk covid lab det,3,ab,2025-02-22,quantile,0.5,1.6
2025-02-01,pct wk covid lab det,3,ab,2025-02-22,quantile,0.75,3.94
2025-02-01,pct wk covid lab det,3,ab,2025-02-22,quantile,0.9,5.11
2025-02-01,pct wk covid lab det,3,ab,2025-02-22,quantile,0.975,5.6
2025-02-01,pct wk flu lab det,-1,ab,2025-01-25,quantile,0.025,0.0
2025-02-01,pct wk flu lab det,-1,ab,2025-01-25,quantile,0.1,1.22
2025-02-01,pct wk flu lab det,-1,ab,2025-01-25,quantile,0.25,5.53
2025-02-01,pct wk flu lab det,-1,ab,2025-01-25,quantile,0.5,14.16
2025-02-01,pct wk flu lab det,-1,ab,2025-01-25,quantile,0.75,22.79
2025-02-01,pct wk flu lab det,-1,ab,2025-01-25,quantile,0.9,27.1
2025-02-01,pct wk flu lab det,-1,ab,2025-01-25,quantile,0.975,28.91
2025-02-01,pct wk flu lab det,0,ab,2025-02-01,quantile,0.025,0.0
2025-02-01,pct wk flu lab det,0,ab,2025-02-01,quantile,0.1,1.17
2025-02-01,pct wk flu lab det,0,ab,2025-02-01,quantile,0.25,5.3
2025-02-01,pct wk flu lab det,0,ab,2025-02-01,quantile,0.5,13.59
2025-02-01,pct wk flu lab det,0,ab,2025-02-01,quantile,0.75,21.88
2025-02-01,pct wk flu lab det,0,ab,2025-02-01,quantile,0.9,26.01
2025-02-01,pct wk flu lab det,0,ab,2025-02-01,quantile,0.975,27.75
2025-02-01,pct wk flu lab det,1,ab,2025-02-08,quantile,0.025,0.0
2025-02-01,pct wk flu lab det,1,ab,2025-02-08,quantile,0.1,1.2
2025-02-01,pct wk flu lab det,1,ab,2025-02-08,quantile,0.25,5.41
2025-02-01,pct wk flu lab det,1,ab,2025-02-08,quantile,0.5,13.87
2025-02-01,pct wk flu lab det,1,ab,2025-02-08,quantile,0.75,22.32
2025-02-01,pct wk flu lab det,1,ab,2025-02-08,quantile,0.9,26.54
2025-02-01,pct wk flu lab det,1,ab,2025-02-08,quantile,0.975,28.32
2025-02-01,pct wk flu lab det,2,ab,2025-02-15,quantile,0.025,0.0
2025-02-01,pct wk flu lab det,2,ab,2025-02-15,quantile,0.1,1.2
2025-02-01,pct wk flu lab det,2,ab,2025-02-15,quantile,0.25,5.43
2025-02-01,pct wk flu lab det,2,ab,2025-02-15,quantile,0.5,13.91
2025-02-01,pct wk flu lab det,2,ab,2025-02-15,quantile,0.75,22.4
2025-02-01,pct wk flu lab det,2,ab,2025-02-15,quantile,0.9,26.63
2025-02-01,pct wk flu lab det,2,ab,2025-02-15,quantile,0.975,28.41
2025-02-01,pct wk flu lab det,3,ab,2025-02-22,quantile,0.025,0.0
2025-02-01,pct wk flu lab det,3,ab,2025-02-22,quantile,0.1,1.15
2025-02-01,pct wk flu lab det,3,ab,2025-02-22,quantile,0.25,5.21
2025-02-01,pct wk flu lab det,3,ab,2025-02-22,quantile,0.5,13.36
2025-02-01,pct wk flu lab det,3,ab,2025-02-22,quantile,0.75,21.51
2025-02-01,pct wk flu lab det,3,ab,2025-02-22,quantile,0.9,25.57
2025-02-01,pct wk flu lab det,3,ab,2025-02-22,quantile,0.975,27.28
2025-02-01,pct wk rsv lab det,-1,ab,2025-01-25,quantile,0.025,0.0
2025-02-01,pct wk rsv lab det,-1,ab,2025-01-25,quantile,0.1,0.91
2025-02-01,pct wk rsv lab det,-1,ab,2025-01-25,quantile,0.25,3.55
2025-02-01,pct wk rsv lab det,-1,ab,2025-01-25,quantile,0.5,8.85
2025-02-01,pct wk rsv lab det,-1,ab,2025-01-25,quantile,0.75,14.15
2025-02-01,pct wk rsv lab det,-1,ab,2025-01-25,quantile,0.9,16.79
2025-02-01,pct wk rsv lab det,-1,ab,2025-01-25,quantile,0.975,17.9
2025-02-01,pct wk rsv lab det,0,ab,2025-02-01,quantile,0.025,0.0
2025-02-01,pct wk rsv lab det,0,ab,2025-02-01,quantile,0.1,0.95
2025-02-01,pct wk rsv lab det,0,ab,2025-02-01,quantile,0.25,3.68
2025-02-01,pct wk rsv lab det,0,ab,2025-02-01,quantile,0.5,9.15
2025-02-01,pct wk rsv lab det,0,ab,2025-02-01,quantile,0.75,14.62
2025-02-01,pct wk rsv lab det,0,ab,2025-02-01,quantile,0.9,17.35
2025-02-01,pct wk rsv lab det,0,ab,2025-02-01,quantile,0.975,18.5
2025-02-01,pct wk rsv lab det,1,ab,2025-02-08,quantile,0.025,0.0
2025-02-01,pct wk rsv lab det,1,ab,2025-02-08,quantile,0.1,0.98
2025-02-01,pct wk rsv lab det,1,ab,2025-02-08,quantile,0.25,3.79
2025-02-01,pct wk rsv lab det,1,ab,2025-02-08,quantile,0.5,9.42
2025-02-01,pct wk rsv lab det,1,ab,2025-02-08,quantile,0.75,15.05
2025-02-01,pct wk rsv lab det,1,ab,2025-02-08,quantile,0.9,17.86
2025-02-01,pct wk rsv lab det,1,ab,2025-02-08,quantile,0.975,19.04
2025-02-01,pct wk rsv lab det,2,ab,2025-02-15,quantile,0.025,0.0
2025-02-01,pct wk rsv lab det,2,ab,2025-02-15,quantile,0.1,1.0
2025-02-01,pct wk rsv lab det,2,ab,2025-02-15,quantile,0.25,3.85
2025-02-01,pct wk rsv lab det,2,ab,2025-02-15,quantile,0.5,9.57
2025-02-01,pct wk rsv lab det,2,ab,2025-02-15,quantile,0.75,15.3
2025-02-01,pct wk rsv lab det,2,ab,2025-02-15,quantile,0.9,18.15
2025-02-01,pct wk rsv lab det,2,ab,2025-02-15,quantile,0.975,19.35
2025-02-01,pct wk rsv lab det,3,ab,2025-02-22,quantile,0.025,0.0
2025-02-01,pct wk rsv lab det,3,ab,2025-02-22,quantile,0.1,0.92
2025-02-01,pct wk rsv lab det,3,ab,2025-02-22,quantile,0.25,3.59
2025-02-01,pct wk rsv lab det,3,ab,2025-02-22,quantile,0.5,8.94
2025-02-01,pct wk rsv lab det,3,ab,2025-02-22,quantile,0.75,14.29
2025-02-01,pct wk rsv lab det,3,ab,2025-02-22,quantile,0.9,16.95
2025-02-01,pct wk rsv lab det,3,ab,2025-02-22,quantile,0.975,18.07
2025-02-01,pct wk covid lab det,-1,atlantic,2025-01-25,quantile,0.025,0.0
2025-02-01,pct wk covid lab det,-1,atlantic,2025-01-25,quantile,0.1,0.54
2025-02-01,pct wk covid lab det,-1,atlantic,2025-01-25,quantile,0.25,2.29
2025-02-01,pct wk covid lab det,-1,atlantic,2025-01-25,quantile,0.5,5.81
2025-02-01,pct wk covid lab det,-1,atlantic,2025-01-25,quantile,0.75,9.32
2025-02-01,pct wk covid lab det,-1,atlantic,2025-01-25,quantile,0.9,11.08
2025-02-01,pct wk covid lab det,-1,atlantic,2025-01-25,quantile,0.975,11.82
2025-02-01,pct wk covid lab det,0,atlantic,2025-02-01,quantile,0.025,0.0
