reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-03-22,pct wk covid lab det,-1,ab,2025-03-15,quantile,0.025,0
2025-03-22,pct wk covid lab det,-1,ab,2025-03-15,quantile,0.1,0
2025-03-22,pct wk covid lab det,-1,ab,2025-03-15,quantile,0.25,0
2025-03-22,pct wk covid lab det,-1,ab,2025-03-15,quantile,0.5,1
2025-03-22,pct wk covid lab det,-1,ab,2025-03-15,quantile,0.75,1
2025-03-22,pct wk covid lab det,-1,ab,2025-03-15,quantile,0.9,2
2025-03-22,pct wk covid lab det,-1,ab,2025-03-15,quantile,0.975,2
2025-03-22,pct wk covid lab det,0,ab,2025-03-22,quantile,0.025,0
2025-03-22,pct wk covid lab det,0,ab,2025-03-22,quantile,0.1,0
2025-03-22,pct wk covid lab det,0,ab,2025-03-22,quantile,0.25,0
2025-03-22,pct wk covid lab det,0,ab,2025-03-22,quantile,0.5,1
2025-03-22,pct wk covid lab det,0,ab,2025-03-22,quantile,0.75,1
2025-03-22,pct wk covid lab det,0,ab,2025-03-22,quantile,0.9,2
2025-03-22,pct wk covid lab det,0,ab,2025-03-22,quantile,0.975,2
2025-03-22,pct wk covid lab det,1,ab,2025-03-29,quantile,0.025,0
2025-03-22,pct wk covid lab det,1,ab,2025-03-29,quantile,0.1,0
2025-03-22,pct wk covid lab det,1,ab,2025-03-29,quantile,0.25,0
2025-03-22,pct wk covid lab det,1,ab,2025-03-29,quantile,0.5,1
2025-03-22,pct wk covid lab det,1,ab,2025-03-29,quantile,0.75,1
2025-03-22,pct wk covid lab det,1,ab,2025-03-29,quantile,0.9,1
2025-03-22,pct wk covid lab det,1,ab,2025-03-29,quantile,0.975,2
2025-03-22,pct wk covid lab det,2,ab,2025-04-05,quantile,0.025,0
2025-03-22,pct wk covid lab det,2,ab,2025-04-05,quantile,0.1,0
2025-03-22,pct wk covid lab det,2,ab,2025-04-05,quantile,0.25,0
2025-03-22,pct wk covid lab det,2,ab,2025-04-05,quantile,0.5,1
2025-03-22,pct wk covid lab det,2,ab,2025-04-05,quantile,0.75,1
2025-03-22,pct wk covid lab det,2,ab,2025-04-05,quantile,0.9,1
2025-03-22,pct wk covid lab det,2,ab,2025-04-05,quantile,0.975,2
2025-03-22,pct wk covid lab det,3,ab,2025-04-12,quantile,0.025,0
2025-03-22,pct wk covid lab det,3,ab,2025-04-12,quantile,0.1,0
2025-03-22,pct wk covid lab det,3,ab,2025-04-12,quantile,0.25,0
2025-03-22,pct wk covid lab det,3,ab,2025-04-12,quantile,0.5,1
2025-03-22,pct wk covid lab det,3,ab,2025-04-12,quantile,0.75,1
2025-03-22,pct wk covid lab det,3,ab,2025-04-12,quantile,0.9,1
2025-03-22,pct wk covid lab det,3,ab,2025-04-12,quantile,0.975,2
2025-03-22,pct wk flu lab det,-1,ab,2025-03-15,quantile,0.025,0
2025-03-22,pct wk flu lab det,-1,ab,2025-03-15,quantile,0.1,1
2025-03-22,pct wk flu lab det,-1,ab,2025-03-15,quantile,0.25,6
2025-03-22,pct wk flu lab det,-1,ab,2025-03-15,quantile,0.5,16
2025-03-22,pct wk flu lab det,-1,ab,2025-03-15,quantile,0.75,25
2025-03-22,pct wk flu lab det,-1,ab,2025-03-15,quantile,0.9,30
2025-03-22,pct wk flu lab det,-1,ab,2025-03-15,quantile,0.975,32
2025-03-22,pct wk flu lab det,0,ab,2025-03-22,quantile,0.025,0
2025-03-22,pct wk flu lab det,0,ab,2025-03-22,quantile,0.1,1
2025-03-22,pct wk flu lab det,0,ab,2025-03-22,quantile,0.25,6
2025-03-22,pct wk flu lab det,0,ab,2025-03-22,quantile,0.5,15
2025-03-22,pct wk flu lab det,0,ab,2025-03-22,quantile,0.75,25
2025-03-22,pct wk flu lab det,0,ab,2025-03-22,quantile,0.9,29
2025-03-22,pct wk flu lab det,0,ab,2025-03-22,quantile,0.975,31
2025-03-22,pct wk flu lab det,1,ab,2025-03-29,quantile,0.025,0
2025-03-22,pct wk flu lab det,1,ab,2025-03-29,quantile,0.1,2
2025-03-22,pct wk flu lab det,1,ab,2025-03-29,quantile,0.25,7
2025-03-22,pct wk flu lab det,1,ab,2025-03-29,quantile,0.5,17
2025-03-22,pct wk flu lab det,1,ab,2025-03-29,quantile,0.75,26
2025-03-22,pct wk flu lab det,1,ab,2025-03-29,quantile,0.9,31
2025-03-22,pct wk flu lab det,1,ab,2025-03-29,quantile,0.975,34
2025-03-22,pct wk flu lab det,2,ab,2025-04-05,quantile,0.025,0
2025-03-22,pct wk flu lab det,2,ab,2025-04-05,quantile,0.1,1
2025-03-22,pct wk flu lab det,2,ab,2025-04-05,quantile,0.25,6
2025-03-22,pct wk flu lab det,2,ab,2025-04-05,quantile,0.5,15
2025-03-22,pct wk flu lab det,2,ab,2025-04-05,quantile,0.75,24
2025-03-22,pct wk flu lab det,2,ab,2025-04-05,quantile,0.9,29
2025-03-22,pct wk flu lab det,2,ab,2025-04-05,quantile,0.975,30
2025-03-22,pct wk flu lab det,3,ab,2025-04-12,quantile,0.025,0
2025-03-22,pct wk flu lab det,3,ab,2025-04-12,quantile,0.1,1
2025-03-22,pct wk flu lab det,3,ab,2025-04-12,quantile,0.25,6
2025-03-22,pct wk flu lab det,3,ab,2025-04-12,quantile,0.5,16
2025-03-22,pct wk flu lab det,3,ab,2025-04-12,quantile,0.75,25
2025-03-22,pct wk flu lab det,3,ab,2025-04-12,quantile,0.9,30
2025-03-22,pct wk flu lab det,3,ab,2025-04-12,quantile,0.975,32
2025-03-22,pct wk rsv lab det,-1,ab,2025-03-15,quantile,0.025,0
2025-03-22,pct wk rsv lab det,-1,ab,2025-03-15,quantile,0.1,0
2025-03-22,pct wk rsv lab det,-1,ab,2025-03-15,quantile,0.25,1
2025-03-22,pct wk rsv lab det,-1,ab,2025-03-15,quantile,0.5,2
2025-03-22,pct wk rsv lab det,-1,ab,2025-03-15,quantile,0.75,4
2025-03-22,pct wk rsv lab det,-1,ab,2025-03-15,quantile,0.9,5
2025-03-22,pct wk rsv lab det,-1,ab,2025-03-15,quantile,0.975,5
2025-03-22,pct wk rsv lab det,0,ab,2025-03-22,quantile,0.025,0
2025-03-22,pct wk rsv lab det,0,ab,2025-03-22,quantile,0.1,0
2025-03-22,pct wk rsv lab det,0,ab,2025-03-22,quantile,0.25,1
2025-03-22,pct wk rsv lab det,0,ab,2025-03-22,quantile,0.5,2
2025-03-22,pct wk rsv lab det,0,ab,2025-03-22,quantile,0.75,4
2025-03-22,pct wk rsv lab det,0,ab,2025-03-22,quantile,0.9,4
2025-03-22,pct wk rsv lab det,0,ab,2025-03-22,quantile,0.975,5
2025-03-22,pct wk rsv lab det,1,ab,2025-03-29,quantile,0.025,0
2025-03-22,pct wk rsv lab det,1,ab,2025-03-29,quantile,0.1,0
2025-03-22,pct wk rsv lab det,1,ab,2025-03-29,quantile,0.25,1
2025-03-22,pct wk rsv lab det,1,ab,2025-03-29,quantile,0.5,2
