reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-01-04,pct wk covid lab det,-1,ab,2024-12-28,quantile,0.025,4.38
2025-01-04,pct wk covid lab det,-1,ab,2024-12-28,quantile,0.1,4.99
2025-01-04,pct wk covid lab det,-1,ab,2024-12-28,quantile,0.25,6.43
2025-01-04,pct wk covid lab det,-1,ab,2024-12-28,quantile,0.5,9.33
2025-01-04,pct wk covid lab det,-1,ab,2024-12-28,quantile,0.75,12.23
2025-01-04,pct wk covid lab det,-1,ab,2024-12-28,quantile,0.9,13.67
2025-01-04,pct wk covid lab det,-1,ab,2024-12-28,quantile,0.975,14.28
2025-01-04,pct wk covid lab det,0,ab,2025-01-04,quantile,0.025,4.83
2025-01-04,pct wk covid lab det,0,ab,2025-01-04,quantile,0.1,5.39
2025-01-04,pct wk covid lab det,0,ab,2025-01-04,quantile,0.25,6.73
2025-01-04,pct wk covid lab det,0,ab,2025-01-04,quantile,0.5,9.41
2025-01-04,pct wk covid lab det,0,ab,2025-01-04,quantile,0.75,12.1
2025-01-04,pct wk covid lab det,0,ab,2025-01-04,quantile,0.9,13.43
2025-01-04,pct wk covid lab det,0,ab,2025-01-04,quantile,0.975,14.0
2025-01-04,pct wk covid lab det,1,ab,2025-01-11,quantile,0.025,4.52
2025-01-04,pct wk covid lab det,1,ab,2025-01-11,quantile,0.1,5.09
2025-01-04,pct wk covid lab det,1,ab,2025-01-11,quantile,0.25,6.45
2025-01-04,pct wk covid lab det,1,ab,2025-01-11,quantile,0.5,9.16
2025-01-04,pct wk covid lab det,1,ab,2025-01-11,quantile,0.75,11.88
2025-01-04,pct wk covid lab det,1,ab,2025-01-11,quantile,0.9,13.23
2025-01-04,pct wk covid lab det,1,ab,2025-01-11,quantile,0.975,13.8
2025-01-04,pct wk covid lab det,2,ab,2025-01-18,quantile,0.025,3.5
2025-01-04,pct wk covid lab det,2,ab,2025-01-18,quantile,0.1,4.08
2025-01-04,pct wk covid lab det,2,ab,2025-01-18,quantile,0.25,5.47
2025-01-04,pct wk covid lab det,2,ab,2025-01-18,quantile,0.5,8.24
2025-01-04,pct wk covid lab det,2,ab,2025-01-18,quantile,0.75,11.02
2025-01-04,pct wk covid lab det,2,ab,2025-01-18,quantile,0.9,12.41
2025-01-04,pct wk covid lab det,2,ab,2025-01-18,quantile,0.975,12.99
2025-01-04,pct wk covid lab det,3,ab,2025-01-25,quantile,0.025,2.62
2025-01-04,pct wk covid lab det,3,ab,2025-01-25,quantile,0.1,3.21
2025-01-04,pct wk covid lab det,3,ab,2025-01-25,quantile,0.25,4.62
2025-01-04,pct wk covid lab det,3,ab,2025-01-25,quantile,0.5,7.43
2025-01-04,pct wk covid lab det,3,ab,2025-01-25,quantile,0.75,10.25
2025-01-04,pct wk covid lab det,3,ab,2025-01-25,quantile,0.9,11.65
2025-01-04,pct wk covid lab det,3,ab,2025-01-25,quantile,0.975,12.24
2025-01-04,pct wk flu lab det,-1,ab,2024-12-28,quantile,0.025,0.0
2025-01-04,pct wk flu lab det,-1,ab,2024-12-28,quantile,0.1,2.36
2025-01-04,pct wk flu lab det,-1,ab,2024-12-28,quantile,0.25,7.97
2025-01-04,pct wk flu lab det,-1,ab,2024-12-28,quantile,0.5,19.21
2025-01-04,pct wk flu lab det,-1,ab,2024-12-28,quantile,0.75,30.46
2025-01-04,pct wk flu lab det,-1,ab,2024-12-28,quantile,0.9,36.07
2025-01-04,pct wk flu lab det,-1,ab,2024-12-28,quantile,0.975,38.43
2025-01-04,pct wk flu lab det,0,ab,2025-01-04,quantile,0.025,0.0
2025-01-04,pct wk flu lab det,0,ab,2025-01-04,quantile,0.1,2.19
2025-01-04,pct wk flu lab det,0,ab,2025-01-04,quantile,0.25,7.41
2025-01-04,pct wk flu lab det,0,ab,2025-01-04,quantile,0.5,17.87
2025-01-04,pct wk flu lab det,0,ab,2025-01-04,quantile,0.75,28.32
2025-01-04,pct wk flu lab det,0,ab,2025-01-04,quantile,0.9,33.54
2025-01-04,pct wk flu lab det,0,ab,2025-01-04,quantile,0.975,35.73
2025-01-04,pct wk flu lab det,1,ab,2025-01-11,quantile,0.025,0.0
2025-01-04,pct wk flu lab det,1,ab,2025-01-11,quantile,0.1,1.98
2025-01-04,pct wk flu lab det,1,ab,2025-01-11,quantile,0.25,6.69
2025-01-04,pct wk flu lab det,1,ab,2025-01-11,quantile,0.5,16.14
2025-01-04,pct wk flu lab det,1,ab,2025-01-11,quantile,0.75,25.59
2025-01-04,pct wk flu lab det,1,ab,2025-01-11,quantile,0.9,30.3
