reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-02-08,pct wk covid lab det,-1,ab,2025-02-01,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,-1,ab,2025-02-01,quantile,0.1,0.0
2025-02-08,pct wk covid lab det,-1,ab,2025-02-01,quantile,0.25,0.0
2025-02-08,pct wk covid lab det,-1,ab,2025-02-01,quantile,0.5,1.8
2025-02-08,pct wk covid lab det,-1,ab,2025-02-01,quantile,0.75,4.44
2025-02-08,pct wk covid lab det,-1,ab,2025-02-01,quantile,0.9,5.76
2025-02-08,pct wk covid lab det,-1,ab,2025-02-01,quantile,0.975,6.31
2025-02-08,pct wk covid lab det,0,ab,2025-02-08,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,0,ab,2025-02-08,quantile,0.1,0.0
2025-02-08,pct wk covid lab det,0,ab,2025-02-08,quantile,0.25,0.0
2025-02-08,pct wk covid lab det,0,ab,2025-02-08,quantile,0.5,1.8
2025-02-08,pct wk covid lab det,0,ab,2025-02-08,quantile,0.75,4.42
2025-02-08,pct wk covid lab det,0,ab,2025-02-08,quantile,0.9,5.73
2025-02-08,pct wk covid lab det,0,ab,2025-02-08,quantile,0.975,6.29
2025-02-08,pct wk covid lab det,1,ab,2025-02-15,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,1,ab,2025-02-15,quantile,0.1,0.0
2025-02-08,pct wk covid lab det,1,ab,2025-02-15,quantile,0.25,0.0
2025-02-08,pct wk covid lab det,1,ab,2025-02-15,quantile,0.5,1.74
2025-02-08,pct wk covid lab det,1,ab,2025-02-15,quantile,0.75,4.29
2025-02-08,pct wk covid lab det,1,ab,2025-02-15,quantile,0.9,5.57
2025-02-08,pct wk covid lab det,1,ab,2025-02-15,quantile,0.975,6.1
2025-02-08,pct wk covid lab det,2,ab,2025-02-22,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,2,ab,2025-02-22,quantile,0.1,0.0
2025-02-08,pct wk covid lab det,2,ab,2025-02-22,quantile,0.25,0.0
2025-02-08,pct wk covid lab det,2,ab,2025-02-22,quantile,0.5,1.56
2025-02-08,pct wk covid lab det,2,ab,2025-02-22,quantile,0.75,3.85
2025-02-08,pct wk covid lab det,2,ab,2025-02-22,quantile,0.9,4.99
2025-02-08,pct wk covid lab det,2,ab,2025-02-22,quantile,0.975,5.47
2025-02-08,pct wk covid lab det,3,ab,2025-03-01,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,3,ab,2025-03-01,quantile,0.1,0.0
2025-02-08,pct wk covid lab det,3,ab,2025-03-01,quantile,0.25,0.0
2025-02-08,pct wk covid lab det,3,ab,2025-03-01,quantile,0.5,1.51
2025-02-08,pct wk covid lab det,3,ab,2025-03-01,quantile,0.75,3.71
2025-02-08,pct wk covid lab det,3,ab,2025-03-01,quantile,0.9,4.81
2025-02-08,pct wk covid lab det,3,ab,2025-03-01,quantile,0.975,5.27
2025-02-08,pct wk flu lab det,-1,ab,2025-02-01,quantile,0.025,0.0
2025-02-08,pct wk flu lab det,-1,ab,2025-02-01,quantile,0.1,1.24
2025-02-08,pct wk flu lab det,-1,ab,2025-02-01,quantile,0.25,5.6
2025-02-08,pct wk flu lab det,-1,ab,2025-02-01,quantile,0.5,14.36
2025-02-08,pct wk flu lab det,-1,ab,2025-02-01,quantile,0.75,23.11
2025-02-08,pct wk flu lab det,-1,ab,2025-02-01,quantile,0.9,27.47
2025-02-08,pct wk flu lab det,-1,ab,2025-02-01,quantile,0.975,29.31
2025-02-08,pct wk flu lab det,0,ab,2025-02-08,quantile,0.025,0.0
2025-02-08,pct wk flu lab det,0,ab,2025-02-08,quantile,0.1,1.24
2025-02-08,pct wk flu lab det,0,ab,2025-02-08,quantile,0.25,5.6
2025-02-08,pct wk flu lab det,0,ab,2025-02-08,quantile,0.5,14.36
2025-02-08,pct wk flu lab det,0,ab,2025-02-08,quantile,0.75,23.12
2025-02-08,pct wk flu lab det,0,ab,2025-02-08,quantile,0.9,27.48
2025-02-08,pct wk flu lab det,0,ab,2025-02-08,quantile,0.975,29.32
2025-02-08,pct wk flu lab det,1,ab,2025-02-15,quantile,0.025,0.0
2025-02-08,pct wk flu lab det,1,ab,2025-02-15,quantile,0.1,1.17
2025-02-08,pct wk flu lab det,1,ab,2025-02-15,quantile,0.25,5.3
2025-02-08,pct wk flu lab det,1,ab,2025-02-15,quantile,0.5,13.58
2025-02-08,pct wk flu lab det,1,ab,2025-02-15,quantile,0.75,21.87
2025-02-08,pct wk flu lab det,1,ab,2025-02-15,quantile,0.9,26.0
2025-02-08,pct wk flu lab det,1,ab,2025-02-15,quantile,0.975,27.74
2025-02-08,pct wk flu lab det,2,ab,2025-02-22,quantile,0.025,0.0
2025-02-08,pct wk flu lab det,2,ab,2025-02-22,quantile,0.1,1.15
2025-02-08,pct wk flu lab det,2,ab,2025-02-22,quantile,0.25,5.22
2025-02-08,pct wk flu lab det,2,ab,2025-02-22,quantile,0.5,13.37
2025-02-08,pct wk flu lab det,2,ab,2025-02-22,quantile,0.75,21.51
2025-02-08,pct wk flu lab det,2,ab,2025-02-22,quantile,0.9,25.58
2025-02-08,pct wk flu lab det,2,ab,2025-02-22,quantile,0.975,27.29
2025-02-08,pct wk flu lab det,3,ab,2025-03-01,quantile,0.025,0.0
2025-02-08,pct wk flu lab det,3,ab,2025-03-01,quantile,0.1,1.2
2025-02-08,pct wk flu lab det,3,ab,2025-03-01,quantile,0.25,5.42
2025-02-08,pct wk flu lab det,3,ab,2025-03-01,quantile,0.5,13.89
2025-02-08,pct wk flu lab det,3,ab,2025-03-01,quantile,0.75,22.35
2025-02-08,pct wk flu lab det,3,ab,2025-03-01,quantile,0.9,26.57
2025-02-08,pct wk flu lab det,3,ab,2025-03-01,quantile,0.975,28.35
2025-02-08,pct wk rsv lab det,-1,ab,2025-02-01,quantile,0.025,0.0
2025-02-08,pct wk rsv lab det,-1,ab,2025-02-01,quantile,0.1,0.0
2025-02-08,pct wk rsv lab det,-1,ab,2025-02-01,quantile,0.25,0.54
2025-02-08,pct wk rsv lab det,-1,ab,2025-02-01,quantile,0.5,6.32
2025-02-08,pct wk rsv lab det,-1,ab,2025-02-01,quantile,0.75,12.09
2025-02-08,pct wk rsv lab det,-1,ab,2025-02-01,quantile,0.9,14.97
2025-02-08,pct wk rsv lab det,-1,ab,2025-02-01,quantile,0.975,16.19
2025-02-08,pct wk rsv lab det,0,ab,2025-02-08,quantile,0.025,0.0
2025-02-08,pct wk rsv lab det,0,ab,2025-02-08,quantile,0.1,0.0
2025-02-08,pct wk rsv lab det,0,ab,2025-02-08,quantile,0.25,0.52
2025-02-08,pct wk rsv lab det,0,ab,2025-02-08,quantile,0.5,6.05
2025-02-08,pct wk rsv lab det,0,ab,2025-02-08,quantile,0.75,11.57
2025-02-08,pct wk rsv lab det,0,ab,2025-02-08,quantile,0.9,14.33
2025-02-08,pct wk rsv lab det,0,ab,2025-02-08,quantile,0.975,15.49
2025-02-08,pct wk rsv lab det,1,ab,2025-02-15,quantile,0.025,0.0
2025-02-08,pct wk rsv lab det,1,ab,2025-02-15,quantile,0.1,0.0
2025-02-08,pct wk rsv lab det,1,ab,2025-02-15,quantile,0.25,0.51
2025-02-08,pct wk rsv lab det,1,ab,2025-02-15,quantile,0.5,5.99
2025-02-08,pct wk rsv lab det,1,ab,2025-02-15,quantile,0.75,11.46
2025-02-08,pct wk rsv lab det,1,ab,2025-02-15,quantile,0.9,14.19
2025-02-08,pct wk rsv lab det,1,ab,2025-02-15,quantile,0.975,15.34
2025-02-08,pct wk rsv lab det,2,ab,2025-02-22,quantile,0.025,0.0
2025-02-08,pct wk rsv lab det,2,ab,2025-02-22,quantile,0.1,0.0
2025-02-08,pct wk rsv lab det,2,ab,2025-02-22,quantile,0.25,0.52
2025-02-08,pct wk rsv lab det,2,ab,2025-02-22,quantile,0.5,6.14
2025-02-08,pct wk rsv lab det,2,ab,2025-02-22,quantile,0.75,11.76
2025-02-08,pct wk rsv lab det,2,ab,2025-02-22,quantile,0.9,14.56
2025-02-08,pct wk rsv lab det,2,ab,2025-02-22,quantile,0.975,15.74
2025-02-08,pct wk rsv lab det,3,ab,2025-03-01,quantile,0.025,0.0
2025-02-08,pct wk rsv lab det,3,ab,2025-03-01,quantile,0.1,0.0
2025-02-08,pct wk rsv lab det,3,ab,2025-03-01,quantile,0.25,0.49
2025-02-08,pct wk rsv lab det,3,ab,2025-03-01,quantile,0.5,5.72
2025-02-08,pct wk rsv lab det,3,ab,2025-03-01,quantile,0.75,10.95
2025-02-08,pct wk rsv lab det,3,ab,2025-03-01,quantile,0.9,13.56
2025-02-08,pct wk rsv lab det,3,ab,2025-03-01,quantile,0.975,14.66
2025-02-08,pct wk covid lab det,-1,atlantic,2025-02-01,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,-1,atlantic,2025-02-01,quantile,0.1,0.57
2025-02-08,pct wk covid lab det,-1,atlantic,2025-02-01,quantile,0.25,2.41
2025-02-08,pct wk covid lab det,-1,atlantic,2025-02-01,quantile,0.5,6.1
2025-02-08,pct wk covid lab det,-1,atlantic,2025-02-01,quantile,0.75,9.78
2025-02-08,pct wk covid lab det,-1,atlantic,2025-02-01,quantile,0.9,11.62
2025-02-08,pct wk covid lab det,-1,atlantic,2025-02-01,quantile,0.975,12.39
2025-02-08,pct wk covid lab det,0,atlantic,2025-02-08,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,0,atlantic,2025-02-08,quantile,0.1,0.57
2025-02-08,pct wk covid lab det,0,atlantic,2025-02-08,quantile,0.25,2.39
2025-02-08,pct wk covid lab det,0,atlantic,2025-02-08,quantile,0.5,6.04
2025-02-08,pct wk covid lab det,0,atlantic,2025-02-08,quantile,0.75,9.69
2025-02-08,pct wk covid lab det,0,atlantic,2025-02-08,quantile,0.9,11.51
2025-02-08,pct wk covid lab det,0,atlantic,2025-02-08,quantile,0.975,12.28
2025-02-08,pct wk covid lab det,1,atlantic,2025-02-15,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,1,atlantic,2025-02-15,quantile,0.1,0.55
2025-02-08,pct wk covid lab det,1,atlantic,2025-02-15,quantile,0.25,2.33
2025-02-08,pct wk covid lab det,1,atlantic,2025-02-15,quantile,0.5,5.89
2025-02-08,pct wk covid lab det,1,atlantic,2025-02-15,quantile,0.75,9.46
2025-02-08,pct wk covid lab det,1,atlantic,2025-02-15,quantile,0.9,11.24
2025-02-08,pct wk covid lab det,1,atlantic,2025-02-15,quantile,0.975,11.99
2025-02-08,pct wk covid lab det,2,atlantic,2025-02-22,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,2,atlantic,2025-02-22,quantile,0.1,0.53
2025-02-08,pct wk covid lab det,2,atlantic,2025-02-22,quantile,0.25,2.25
2025-02-08,pct wk covid lab det,2,atlantic,2025-02-22,quantile,0.5,5.71
2025-02-08,pct wk covid lab det,2,atlantic,2025-02-22,quantile,0.75,9.17
2025-02-08,pct wk covid lab det,2,atlantic,2025-02-22,quantile,0.9,10.9
2025-02-08,pct wk covid lab det,2,atlantic,2025-02-22,quantile,0.975,11.62
2025-02-08,pct wk covid lab det,3,atlantic,2025-03-01,quantile,0.025,0.0
2025-02-08,pct wk covid lab det,3,atlantic,2025-03-01,quantile,0.1,0.47
2025-02-08,pct wk covid lab det,3,atlantic,2025-03-01,quantile,0.25,2.07
2025-02-08,pct wk covid lab det,3,atlantic,2025-03-01,quantile,0.5,5.27
2025-02-08,pct wk covid lab det,3,atlantic,2025-03-01,quantile,0.75,8.47
2025-02-08,pct wk covid lab det,3,atlantic,2025-03-01,quantile,0.9,10.07
2025-02-08,pct wk covid lab det,3,atlantic,2025-03-01,quantile,0.975,10.74
2025-02-08,pct wk flu lab det,-1,atlantic,2025-02-01,quantile,0.025,0.0
2025-02-08,pct wk flu lab det,-1,atlantic,2025-02-01,quantile,0.1,0.38
2025-02-08,pct wk flu lab det,-1,atlantic,2025-02-01,quantile,0.25,5.3
2025-02-08,pct wk flu lab det,-1,atlantic,2025-02-01,quantile,0.5,15.16
2025-02-08,pct wk flu lab det,-1,atlantic,2025-02-01,quantile,0.75,25.02
2025-02-08,pct wk flu lab det,-1,atlantic,2025-02-01,quantile,0.9,29.94
