"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.025,3.1625
"ab",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.1,4.135
"ab",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.25,4.875
"ab",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.5,6.1825
"ab",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.75,7.265
"ab",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.9,7.98
"ab",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.975,8.8525
"ab",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.025,7.075
"ab",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.1,8.23
"ab",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.25,10.2
"ab",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.5,12.6425
"ab",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.75,15.3375
"ab",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.9,17.4325
"ab",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.975,19.0625
"ab",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.025,6.325
"ab",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.1,7.4675
"ab",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.25,8.9275
"ab",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.5,11.0275
"ab",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.75,13.1025
"ab",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.9,14.29
"ab",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.975,15.5575
"ab",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.025,3.24
"ab",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.1,4.1975
"ab",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.25,4.91
"ab",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.5,5.96
"ab",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.75,7.26
"ab",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.9,8.1975
"ab",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.975,12.355
"ab",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.025,5.9
"ab",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.1,7.61
"ab",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.25,9.775
"ab",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.5,12.7575
"ab",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.75,16.2175
"ab",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.9,18.58
"ab",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.975,23.4425
"ab",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.025,4.825
"ab",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.1,5.9375
"ab",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.25,8.2375
"ab",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.5,10.6675
"ab",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.75,12.795
"ab",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.9,14.5475
"ab",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.975,15.91
"ab",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.025,3.025
"ab",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.1,3.7225
"ab",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.25,4.69
"ab",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.5,5.7525
"ab",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.75,7.0125
"ab",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.9,8.455
"ab",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.975,16.8275
"ab",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.025,3.825
"ab",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.1,6.8025
"ab",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.25,8.9225
"ab",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.5,12.7425
"ab",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.75,16.0625
"ab",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.9,19.2575
"ab",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.975,26.21
"ab",1,"2025-01-18","2025-01-25","pct wk rsv lab det","quantile",0.025,3.35
"ab",1,"2025-01-18","2025-01-25","pct wk rsv lab det","quantile",0.1,5.005
"ab",1,"2025-01-18","2025-01-25","pct wk rsv lab det","quantile",0.25,6.8825
"ab",1,"2025-01-18","2025-01-25","pct wk rsv lab det","quantile",0.5,9.695
"ab",1,"2025-01-18","2025-01-25","pct wk rsv lab det","quantile",0.75,12.155
"ab",1,"2025-01-18","2025-01-25","pct wk rsv lab det","quantile",0.9,13.985
"ab",1,"2025-01-18","2025-01-25","pct wk rsv lab det","quantile",0.975,16.1875
"ab",2,"2025-01-18","2025-02-01","pct wk covid lab det","quantile",0.025,2.6775
"ab",2,"2025-01-18","2025-02-01","pct wk covid lab det","quantile",0.1,3.4075
"ab",2,"2025-01-18","2025-02-01","pct wk covid lab det","quantile",0.25,4.1425
"ab",2,"2025-01-18","2025-02-01","pct wk covid lab det","quantile",0.5,5.4625
"ab",2,"2025-01-18","2025-02-01","pct wk covid lab det","quantile",0.75,6.785
"ab",2,"2025-01-18","2025-02-01","pct wk covid lab det","quantile",0.9,8.22
"ab",2,"2025-01-18","2025-02-01","pct wk covid lab det","quantile",0.975,16.625
"ab",2,"2025-01-18","2025-02-01","pct wk flu lab det","quantile",0.025,2.65
"ab",2,"2025-01-18","2025-02-01","pct wk flu lab det","quantile",0.1,5.13
"ab",2,"2025-01-18","2025-02-01","pct wk flu lab det","quantile",0.25,8.28
"ab",2,"2025-01-18","2025-02-01","pct wk flu lab det","quantile",0.5,12.66
"ab",2,"2025-01-18","2025-02-01","pct wk flu lab det","quantile",0.75,16.6125
"ab",2,"2025-01-18","2025-02-01","pct wk flu lab det","quantile",0.9,20.8625
"ab",2,"2025-01-18","2025-02-01","pct wk flu lab det","quantile",0.975,33.3925
"ab",2,"2025-01-18","2025-02-01","pct wk rsv lab det","quantile",0.025,2.225
"ab",2,"2025-01-18","2025-02-01","pct wk rsv lab det","quantile",0.1,3.915
"ab",2,"2025-01-18","2025-02-01","pct wk rsv lab det","quantile",0.25,6.0975
"ab",2,"2025-01-18","2025-02-01","pct wk rsv lab det","quantile",0.5,9.4125
"ab",2,"2025-01-18","2025-02-01","pct wk rsv lab det","quantile",0.75,12.1275
"ab",2,"2025-01-18","2025-02-01","pct wk rsv lab det","quantile",0.9,14.3575
"ab",2,"2025-01-18","2025-02-01","pct wk rsv lab det","quantile",0.975,16.4975
"ab",3,"2025-01-18","2025-02-08","pct wk covid lab det","quantile",0.025,2.195
"ab",3,"2025-01-18","2025-02-08","pct wk covid lab det","quantile",0.1,2.9825
"ab",3,"2025-01-18","2025-02-08","pct wk covid lab det","quantile",0.25,3.78
"ab",3,"2025-01-18","2025-02-08","pct wk covid lab det","quantile",0.5,5.15
"ab",3,"2025-01-18","2025-02-08","pct wk covid lab det","quantile",0.75,6.7225
"ab",3,"2025-01-18","2025-02-08","pct wk covid lab det","quantile",0.9,7.92
"ab",3,"2025-01-18","2025-02-08","pct wk covid lab det","quantile",0.975,16.58
"ab",3,"2025-01-18","2025-02-08","pct wk flu lab det","quantile",0.025,1.975
"ab",3,"2025-01-18","2025-02-08","pct wk flu lab det","quantile",0.1,4.015
"ab",3,"2025-01-18","2025-02-08","pct wk flu lab det","quantile",0.25,7.64
"ab",3,"2025-01-18","2025-02-08","pct wk flu lab det","quantile",0.5,12.845
"ab",3,"2025-01-18","2025-02-08","pct wk flu lab det","quantile",0.75,17.225
"ab",3,"2025-01-18","2025-02-08","pct wk flu lab det","quantile",0.9,21.625
"ab",3,"2025-01-18","2025-02-08","pct wk flu lab det","quantile",0.975,31.04
"ab",3,"2025-01-18","2025-02-08","pct wk rsv lab det","quantile",0.025,1.575
"ab",3,"2025-01-18","2025-02-08","pct wk rsv lab det","quantile",0.1,3.1625
"ab",3,"2025-01-18","2025-02-08","pct wk rsv lab det","quantile",0.25,5.61
"ab",3,"2025-01-18","2025-02-08","pct wk rsv lab det","quantile",0.5,8.3825
"ab",3,"2025-01-18","2025-02-08","pct wk rsv lab det","quantile",0.75,11.43
"ab",3,"2025-01-18","2025-02-08","pct wk rsv lab det","quantile",0.9,14.2525
"ab",3,"2025-01-18","2025-02-08","pct wk rsv lab det","quantile",0.975,16.4625
"atlantic",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.025,2.38333333333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.1,3.37633333333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.25,5.11833333333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.5,6.585
"atlantic",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.75,7.48
"atlantic",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.9,8.21666666666667
"atlantic",-1,"2025-01-18","2025-01-11","pct wk covid lab det","quantile",0.975,8.927
"atlantic",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.025,2.75
"atlantic",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.1,3.465
"atlantic",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.25,4.31333333333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.5,8.715
"atlantic",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.75,10.15
"atlantic",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.9,11.8765
"atlantic",-1,"2025-01-18","2025-01-11","pct wk flu lab det","quantile",0.975,13.9972083333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.025,3.264
"atlantic",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.1,4.95033333333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.25,6.45833333333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.5,8.83833333333333
"atlantic",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.75,10.325
"atlantic",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.9,11.035
"atlantic",-1,"2025-01-18","2025-01-11","pct wk rsv lab det","quantile",0.975,12.2250416666667
"atlantic",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.025,4.36516378345153
"atlantic",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.1,4.80947661477667
"atlantic",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.25,5.75008762747594
"atlantic",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.5,6.99861098223
"atlantic",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.75,8.40923748658689
"atlantic",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.9,9.74679699852297
"atlantic",0,"2025-01-18","2025-01-18","pct wk covid lab det","quantile",0.975,10.7729349200706
"atlantic",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.025,3.50385551159431
"atlantic",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.1,5.15764489237825
"atlantic",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.25,7.44091376466709
"atlantic",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.5,10.7352453102582
"atlantic",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.75,13.7998465652681
"atlantic",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.9,16.0981921109805
"atlantic",0,"2025-01-18","2025-01-18","pct wk flu lab det","quantile",0.975,19.7651285150675
"atlantic",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.025,3.6370776852015
"atlantic",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.1,5.14343749979857
"atlantic",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.25,6.44282966933655
"atlantic",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.5,8.57965516118746
"atlantic",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.75,10.0404066401431
"atlantic",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.9,11.6289121649699
"atlantic",0,"2025-01-18","2025-01-18","pct wk rsv lab det","quantile",0.975,13.8186554754677
"atlantic",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.025,3.75378012168984
"atlantic",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.1,4.56873973352325
"atlantic",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.25,5.69707038278408
"atlantic",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.5,7.16330709225542
"atlantic",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.75,8.52490983469884
"atlantic",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.9,9.96378823366209
"atlantic",1,"2025-01-18","2025-01-25","pct wk covid lab det","quantile",0.975,11.5427808605886
"atlantic",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.025,2.78717281570789
"atlantic",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.1,4.51950950279991
"atlantic",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.25,7.56985105913419
"atlantic",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.5,11.1663065660122
"atlantic",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.75,14.4930289163864
"atlantic",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.9,17.0467588295325
"atlantic",1,"2025-01-18","2025-01-25","pct wk flu lab det","quantile",0.975,22.3160694470204
