"model_id","hub_model_id","location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.025,4.1325
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.1,4.9475
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.25,5.69
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.5,6.8375
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.75,8.31
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.9,8.98
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.975,9.895
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.025,7.325
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.1,8.84
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.25,10.875
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.5,14.9225
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.75,19.1425
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.9,21.4525
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.975,23.2675
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.025,6.75
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.1,7.91
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.25,9.395
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.5,11.92
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.75,14.47
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.9,15.905
"hub_ensemble",NA,"ab",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.975,16.99
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.025,4.1225
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.1,4.67
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.25,5.61
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.5,6.765
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.75,8.2475
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.9,9.1875
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.975,10.335
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.025,7.225
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.1,9.2225
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.25,11.63
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.5,16.435
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.75,20.9925
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.9,24.6975
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.975,29.4725
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.025,5.45
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.1,6.9375
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.25,8.785
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.5,11.59
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.75,14.12
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.9,16.1675
"hub_ensemble",NA,"ab",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.975,17.88
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.025,3.8775
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.1,4.57
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.25,5.4725
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.5,6.64
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.75,8.035
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.9,9.2125
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.975,10.33
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.025,6.75
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.1,9.355
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.25,12.135
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.5,17
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.75,21.9375
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.9,25.7925
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.975,32.5475
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.025,3.275
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.1,5.4475
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.25,7.645
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.5,10.8925
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.75,13.515
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.9,15.6875
"hub_ensemble",NA,"ab",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.975,17.585
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.025,3.3975
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.1,4.1425
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.25,4.88
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.5,6.305
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.75,7.8025
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.9,9.215
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.975,12.8125
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.025,6.15
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.1,9.3475
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.25,12.9975
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.5,18.31
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.75,23.8725
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.9,32.925
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.975,40.095
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.025,2.3
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.1,3.925
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.25,6.785
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.5,10.49
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.75,13.7475
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.9,16.155
"hub_ensemble",NA,"ab",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.975,18.105
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.025,3.2575
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.1,4
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.25,4.7075
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.5,6.1075
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.75,7.835
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.9,8.99
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.975,17.3325
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.025,4.25
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.1,8.8675
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.25,13.405
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.5,19.8825
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.75,26.235
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.9,36.2725
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.975,45.2125
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.025,1.875
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.1,3.39
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.25,5.2675
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.5,10.0425
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.75,14.09
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.9,17.0925
"hub_ensemble",NA,"ab",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.975,19.6575
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.025,2.74
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.1,3.496
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.25,4.736
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.5,6.744
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.75,8.176
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.9,9.072
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.975,9.6728
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.025,2.62
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.1,3.28
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.25,4.668
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.5,8.658
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.75,11.468
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.9,13.4279
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.975,15.39615
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.025,3.702
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.1,5.1322
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.25,6.6395
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.5,8.964
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.75,10.668
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.9,11.884
"hub_ensemble",NA,"atlantic",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.975,12.555525
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.025,4.14
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.1,4.6639
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.25,5.742
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.5,7.431
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.75,9.213
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.9,10.6395
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.975,11.6183
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.025,2.52
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.1,3.8926
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.25,6.368
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.5,10.805
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.75,14.92925
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.9,17.6736
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.975,21.3297375
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.025,3.3884
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.1,4.6592
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.25,6.459
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.5,8.958
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.75,11.072
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.9,12.90265
"hub_ensemble",NA,"atlantic",0,"2025-01-11","2025-01-11","pct wk rsv lab det","quantile",0.975,15.0195375
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.025,4.012
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.1,4.6728
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.25,5.766
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.5,7.278
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.75,9.3086
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.9,11.11716
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk covid lab det","quantile",0.975,12.04384
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.025,3.19175
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.1,4.6782
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.25,7.6662
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.5,12.7246
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.75,17.41455
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.9,21.06272
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk flu lab det","quantile",0.975,24.588015
