"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-03-29","2025-03-22","pct wk covid lab det","quantile",0.025,0.25
"ab",-1,"2025-03-29","2025-03-22","pct wk covid lab det","quantile",0.1,0.25
"ab",-1,"2025-03-29","2025-03-22","pct wk covid lab det","quantile",0.25,0.25
"ab",-1,"2025-03-29","2025-03-22","pct wk covid lab det","quantile",0.5,0.725
"ab",-1,"2025-03-29","2025-03-22","pct wk covid lab det","quantile",0.75,1.475
"ab",-1,"2025-03-29","2025-03-22","pct wk covid lab det","quantile",0.9,1.925
"ab",-1,"2025-03-29","2025-03-22","pct wk covid lab det","quantile",0.975,2.325
"ab",-1,"2025-03-29","2025-03-22","pct wk flu lab det","quantile",0.025,9.6
"ab",-1,"2025-03-29","2025-03-22","pct wk flu lab det","quantile",0.1,10.825
"ab",-1,"2025-03-29","2025-03-22","pct wk flu lab det","quantile",0.25,12.9
"ab",-1,"2025-03-29","2025-03-22","pct wk flu lab det","quantile",0.5,16.275
"ab",-1,"2025-03-29","2025-03-22","pct wk flu lab det","quantile",0.75,19.4
"ab",-1,"2025-03-29","2025-03-22","pct wk flu lab det","quantile",0.9,21.5
"ab",-1,"2025-03-29","2025-03-22","pct wk flu lab det","quantile",0.975,23.625
"ab",-1,"2025-03-29","2025-03-22","pct wk rsv lab det","quantile",0.025,0.5
"ab",-1,"2025-03-29","2025-03-22","pct wk rsv lab det","quantile",0.1,0.625
"ab",-1,"2025-03-29","2025-03-22","pct wk rsv lab det","quantile",0.25,1.125
"ab",-1,"2025-03-29","2025-03-22","pct wk rsv lab det","quantile",0.5,2.3
"ab",-1,"2025-03-29","2025-03-22","pct wk rsv lab det","quantile",0.75,3.05
"ab",-1,"2025-03-29","2025-03-22","pct wk rsv lab det","quantile",0.9,3.975
"ab",-1,"2025-03-29","2025-03-22","pct wk rsv lab det","quantile",0.975,4.575
"ab",0,"2025-03-29","2025-03-29","pct wk covid lab det","quantile",0.025,0.2
"ab",0,"2025-03-29","2025-03-29","pct wk covid lab det","quantile",0.1,0.2
"ab",0,"2025-03-29","2025-03-29","pct wk covid lab det","quantile",0.25,0.32
"ab",0,"2025-03-29","2025-03-29","pct wk covid lab det","quantile",0.5,0.758
"ab",0,"2025-03-29","2025-03-29","pct wk covid lab det","quantile",0.75,1.942
"ab",0,"2025-03-29","2025-03-29","pct wk covid lab det","quantile",0.9,2.982
"ab",0,"2025-03-29","2025-03-29","pct wk covid lab det","quantile",0.975,4.49
"ab",0,"2025-03-29","2025-03-29","pct wk flu lab det","quantile",0.025,7.042
"ab",0,"2025-03-29","2025-03-29","pct wk flu lab det","quantile",0.1,8.78
"ab",0,"2025-03-29","2025-03-29","pct wk flu lab det","quantile",0.25,11.416
"ab",0,"2025-03-29","2025-03-29","pct wk flu lab det","quantile",0.5,15.056
"ab",0,"2025-03-29","2025-03-29","pct wk flu lab det","quantile",0.75,18.386
"ab",0,"2025-03-29","2025-03-29","pct wk flu lab det","quantile",0.9,21.492
"ab",0,"2025-03-29","2025-03-29","pct wk flu lab det","quantile",0.975,26.316
"ab",0,"2025-03-29","2025-03-29","pct wk rsv lab det","quantile",0.025,0.4
"ab",0,"2025-03-29","2025-03-29","pct wk rsv lab det","quantile",0.1,0.6
"ab",0,"2025-03-29","2025-03-29","pct wk rsv lab det","quantile",0.25,0.896
"ab",0,"2025-03-29","2025-03-29","pct wk rsv lab det","quantile",0.5,2.3
"ab",0,"2025-03-29","2025-03-29","pct wk rsv lab det","quantile",0.75,3.25
"ab",0,"2025-03-29","2025-03-29","pct wk rsv lab det","quantile",0.9,4.318
"ab",0,"2025-03-29","2025-03-29","pct wk rsv lab det","quantile",0.975,5.194
"ab",1,"2025-03-29","2025-04-05","pct wk covid lab det","quantile",0.025,0.2
"ab",1,"2025-03-29","2025-04-05","pct wk covid lab det","quantile",0.1,0.2
"ab",1,"2025-03-29","2025-04-05","pct wk covid lab det","quantile",0.25,0.32
"ab",1,"2025-03-29","2025-04-05","pct wk covid lab det","quantile",0.5,0.724
