"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-04-19","2025-04-12","pct wk covid lab det","quantile",0.025,0.25
"ab",-1,"2025-04-19","2025-04-12","pct wk covid lab det","quantile",0.1,0.25
"ab",-1,"2025-04-19","2025-04-12","pct wk covid lab det","quantile",0.25,0.525
"ab",-1,"2025-04-19","2025-04-12","pct wk covid lab det","quantile",0.5,1.2
"ab",-1,"2025-04-19","2025-04-12","pct wk covid lab det","quantile",0.75,2
"ab",-1,"2025-04-19","2025-04-12","pct wk covid lab det","quantile",0.9,2.325
"ab",-1,"2025-04-19","2025-04-12","pct wk covid lab det","quantile",0.975,3.375
"ab",-1,"2025-04-19","2025-04-12","pct wk flu lab det","quantile",0.025,7.35
"ab",-1,"2025-04-19","2025-04-12","pct wk flu lab det","quantile",0.1,8.775
"ab",-1,"2025-04-19","2025-04-12","pct wk flu lab det","quantile",0.25,10.8
"ab",-1,"2025-04-19","2025-04-12","pct wk flu lab det","quantile",0.5,13.45
"ab",-1,"2025-04-19","2025-04-12","pct wk flu lab det","quantile",0.75,16.15
"ab",-1,"2025-04-19","2025-04-12","pct wk flu lab det","quantile",0.9,18
"ab",-1,"2025-04-19","2025-04-12","pct wk flu lab det","quantile",0.975,20.225
"ab",-1,"2025-04-19","2025-04-12","pct wk rsv lab det","quantile",0.025,0.25
"ab",-1,"2025-04-19","2025-04-12","pct wk rsv lab det","quantile",0.1,0.25
"ab",-1,"2025-04-19","2025-04-12","pct wk rsv lab det","quantile",0.25,0.5
"ab",-1,"2025-04-19","2025-04-12","pct wk rsv lab det","quantile",0.5,1.275
"ab",-1,"2025-04-19","2025-04-12","pct wk rsv lab det","quantile",0.75,1.8
"ab",-1,"2025-04-19","2025-04-12","pct wk rsv lab det","quantile",0.9,2.2
"ab",-1,"2025-04-19","2025-04-12","pct wk rsv lab det","quantile",0.975,3.1
"ab",0,"2025-04-19","2025-04-19","pct wk covid lab det","quantile",0.025,0.2
"ab",0,"2025-04-19","2025-04-19","pct wk covid lab det","quantile",0.1,0.22
"ab",0,"2025-04-19","2025-04-19","pct wk covid lab det","quantile",0.25,0.38
"ab",0,"2025-04-19","2025-04-19","pct wk covid lab det","quantile",0.5,0.76
"ab",0,"2025-04-19","2025-04-19","pct wk covid lab det","quantile",0.75,1.2
"ab",0,"2025-04-19","2025-04-19","pct wk covid lab det","quantile",0.9,1.824
"ab",0,"2025-04-19","2025-04-19","pct wk covid lab det","quantile",0.975,2.132
"ab",0,"2025-04-19","2025-04-19","pct wk flu lab det","quantile",0.025,4.6
"ab",0,"2025-04-19","2025-04-19","pct wk flu lab det","quantile",0.1,6.3
"ab",0,"2025-04-19","2025-04-19","pct wk flu lab det","quantile",0.25,7.92
"ab",0,"2025-04-19","2025-04-19","pct wk flu lab det","quantile",0.5,10.14
"ab",0,"2025-04-19","2025-04-19","pct wk flu lab det","quantile",0.75,12.354
"ab",0,"2025-04-19","2025-04-19","pct wk flu lab det","quantile",0.9,14.294
"ab",0,"2025-04-19","2025-04-19","pct wk flu lab det","quantile",0.975,17.878
"ab",0,"2025-04-19","2025-04-19","pct wk rsv lab det","quantile",0.025,0.2
"ab",0,"2025-04-19","2025-04-19","pct wk rsv lab det","quantile",0.1,0.24
"ab",0,"2025-04-19","2025-04-19","pct wk rsv lab det","quantile",0.25,0.48
"ab",0,"2025-04-19","2025-04-19","pct wk rsv lab det","quantile",0.5,0.9
"ab",0,"2025-04-19","2025-04-19","pct wk rsv lab det","quantile",0.75,1.36
"ab",0,"2025-04-19","2025-04-19","pct wk rsv lab det","quantile",0.9,1.564
"ab",0,"2025-04-19","2025-04-19","pct wk rsv lab det","quantile",0.975,2.164
"ab",1,"2025-04-19","2025-04-26","pct wk covid lab det","quantile",0.025,0.2
"ab",1,"2025-04-19","2025-04-26","pct wk covid lab det","quantile",0.1,0.22
"ab",1,"2025-04-19","2025-04-26","pct wk covid lab det","quantile",0.25,0.36
"ab",1,"2025-04-19","2025-04-26","pct wk covid lab det","quantile",0.5,0.76
"ab",1,"2025-04-19","2025-04-26","pct wk covid lab det","quantile",0.75,1.18
"ab",1,"2025-04-19","2025-04-26","pct wk covid lab det","quantile",0.9,2.204
"ab",1,"2025-04-19","2025-04-26","pct wk covid lab det","quantile",0.975,2.652
"ab",1,"2025-04-19","2025-04-26","pct wk flu lab det","quantile",0.025,3.86
"ab",1,"2025-04-19","2025-04-26","pct wk flu lab det","quantile",0.1,5.28
"ab",1,"2025-04-19","2025-04-26","pct wk flu lab det","quantile",0.25,6.68
"ab",1,"2025-04-19","2025-04-26","pct wk flu lab det","quantile",0.5,9.36
"ab",1,"2025-04-19","2025-04-26","pct wk flu lab det","quantile",0.75,11.634
"ab",1,"2025-04-19","2025-04-26","pct wk flu lab det","quantile",0.9,13.814
"ab",1,"2025-04-19","2025-04-26","pct wk flu lab det","quantile",0.975,20.998
"ab",1,"2025-04-19","2025-04-26","pct wk rsv lab det","quantile",0.025,0.2
"ab",1,"2025-04-19","2025-04-26","pct wk rsv lab det","quantile",0.1,0.22
"ab",1,"2025-04-19","2025-04-26","pct wk rsv lab det","quantile",0.25,0.44
"ab",1,"2025-04-19","2025-04-26","pct wk rsv lab det","quantile",0.5,1.06
"ab",1,"2025-04-19","2025-04-26","pct wk rsv lab det","quantile",0.75,1.32
