"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-05-10","2025-05-03","pct wk covid lab det","quantile",0.025,0.5
"ab",-1,"2025-05-10","2025-05-03","pct wk covid lab det","quantile",0.1,1
"ab",-1,"2025-05-10","2025-05-03","pct wk covid lab det","quantile",0.25,1
"ab",-1,"2025-05-10","2025-05-03","pct wk covid lab det","quantile",0.5,2
"ab",-1,"2025-05-10","2025-05-03","pct wk covid lab det","quantile",0.75,2.5
"ab",-1,"2025-05-10","2025-05-03","pct wk covid lab det","quantile",0.9,3
"ab",-1,"2025-05-10","2025-05-03","pct wk covid lab det","quantile",0.975,3
"ab",-1,"2025-05-10","2025-05-03","pct wk flu lab det","quantile",0.025,3.5
"ab",-1,"2025-05-10","2025-05-03","pct wk flu lab det","quantile",0.1,4
"ab",-1,"2025-05-10","2025-05-03","pct wk flu lab det","quantile",0.25,5.5
"ab",-1,"2025-05-10","2025-05-03","pct wk flu lab det","quantile",0.5,8.5
"ab",-1,"2025-05-10","2025-05-03","pct wk flu lab det","quantile",0.75,11
"ab",-1,"2025-05-10","2025-05-03","pct wk flu lab det","quantile",0.9,12.5
"ab",-1,"2025-05-10","2025-05-03","pct wk flu lab det","quantile",0.975,14.5
"ab",-1,"2025-05-10","2025-05-03","pct wk rsv lab det","quantile",0.025,0.5
"ab",-1,"2025-05-10","2025-05-03","pct wk rsv lab det","quantile",0.1,0.5
"ab",-1,"2025-05-10","2025-05-03","pct wk rsv lab det","quantile",0.25,0.5
"ab",-1,"2025-05-10","2025-05-03","pct wk rsv lab det","quantile",0.5,0.5
"ab",-1,"2025-05-10","2025-05-03","pct wk rsv lab det","quantile",0.75,0.5
"ab",-1,"2025-05-10","2025-05-03","pct wk rsv lab det","quantile",0.9,0.5
"ab",-1,"2025-05-10","2025-05-03","pct wk rsv lab det","quantile",0.975,1
"ab",0,"2025-05-10","2025-05-10","pct wk covid lab det","quantile",0.025,0.5
"ab",0,"2025-05-10","2025-05-10","pct wk covid lab det","quantile",0.1,1
"ab",0,"2025-05-10","2025-05-10","pct wk covid lab det","quantile",0.25,1
"ab",0,"2025-05-10","2025-05-10","pct wk covid lab det","quantile",0.5,2
"ab",0,"2025-05-10","2025-05-10","pct wk covid lab det","quantile",0.75,2.5
"ab",0,"2025-05-10","2025-05-10","pct wk covid lab det","quantile",0.9,3
"ab",0,"2025-05-10","2025-05-10","pct wk covid lab det","quantile",0.975,3.5
"ab",0,"2025-05-10","2025-05-10","pct wk flu lab det","quantile",0.025,2.5
"ab",0,"2025-05-10","2025-05-10","pct wk flu lab det","quantile",0.1,3.5
"ab",0,"2025-05-10","2025-05-10","pct wk flu lab det","quantile",0.25,5
"ab",0,"2025-05-10","2025-05-10","pct wk flu lab det","quantile",0.5,8
"ab",0,"2025-05-10","2025-05-10","pct wk flu lab det","quantile",0.75,11
"ab",0,"2025-05-10","2025-05-10","pct wk flu lab det","quantile",0.9,13.5
"ab",0,"2025-05-10","2025-05-10","pct wk flu lab det","quantile",0.975,17.5
"ab",0,"2025-05-10","2025-05-10","pct wk rsv lab det","quantile",0.025,0.5
"ab",0,"2025-05-10","2025-05-10","pct wk rsv lab det","quantile",0.1,0.5
"ab",0,"2025-05-10","2025-05-10","pct wk rsv lab det","quantile",0.25,0.5
"ab",0,"2025-05-10","2025-05-10","pct wk rsv lab det","quantile",0.5,0.5
"ab",0,"2025-05-10","2025-05-10","pct wk rsv lab det","quantile",0.75,0.5
"ab",0,"2025-05-10","2025-05-10","pct wk rsv lab det","quantile",0.9,0.5
"ab",0,"2025-05-10","2025-05-10","pct wk rsv lab det","quantile",0.975,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk covid lab det","quantile",0.025,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk covid lab det","quantile",0.1,1
"ab",1,"2025-05-10","2025-05-17","pct wk covid lab det","quantile",0.25,1
"ab",1,"2025-05-10","2025-05-17","pct wk covid lab det","quantile",0.5,2
"ab",1,"2025-05-10","2025-05-17","pct wk covid lab det","quantile",0.75,2.5
"ab",1,"2025-05-10","2025-05-17","pct wk covid lab det","quantile",0.9,3.5
"ab",1,"2025-05-10","2025-05-17","pct wk covid lab det","quantile",0.975,5.5
"ab",1,"2025-05-10","2025-05-17","pct wk flu lab det","quantile",0.025,2.5
"ab",1,"2025-05-10","2025-05-17","pct wk flu lab det","quantile",0.1,3
"ab",1,"2025-05-10","2025-05-17","pct wk flu lab det","quantile",0.25,4.5
"ab",1,"2025-05-10","2025-05-17","pct wk flu lab det","quantile",0.5,7.5
"ab",1,"2025-05-10","2025-05-17","pct wk flu lab det","quantile",0.75,10.5
"ab",1,"2025-05-10","2025-05-17","pct wk flu lab det","quantile",0.9,15
"ab",1,"2025-05-10","2025-05-17","pct wk flu lab det","quantile",0.975,21
"ab",1,"2025-05-10","2025-05-17","pct wk rsv lab det","quantile",0.025,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk rsv lab det","quantile",0.1,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk rsv lab det","quantile",0.25,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk rsv lab det","quantile",0.5,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk rsv lab det","quantile",0.75,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk rsv lab det","quantile",0.9,0.5
"ab",1,"2025-05-10","2025-05-17","pct wk rsv lab det","quantile",0.975,0.5
"ab",2,"2025-05-10","2025-05-24","pct wk covid lab det","quantile",0.025,0.5
"ab",2,"2025-05-10","2025-05-24","pct wk covid lab det","quantile",0.1,0.5
"ab",2,"2025-05-10","2025-05-24","pct wk covid lab det","quantile",0.25,1.5
"ab",2,"2025-05-10","2025-05-24","pct wk covid lab det","quantile",0.5,2
"ab",2,"2025-05-10","2025-05-24","pct wk covid lab det","quantile",0.75,3
"ab",2,"2025-05-10","2025-05-24","pct wk covid lab det","quantile",0.9,3.5
