"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-03-22","2025-03-15","pct wk covid lab det","quantile",0.025,0.25
"ab",-1,"2025-03-22","2025-03-15","pct wk covid lab det","quantile",0.1,0.25
"ab",-1,"2025-03-22","2025-03-15","pct wk covid lab det","quantile",0.25,0.425
"ab",-1,"2025-03-22","2025-03-15","pct wk covid lab det","quantile",0.5,1.125
"ab",-1,"2025-03-22","2025-03-15","pct wk covid lab det","quantile",0.75,1.6
"ab",-1,"2025-03-22","2025-03-15","pct wk covid lab det","quantile",0.9,2.525
"ab",-1,"2025-03-22","2025-03-15","pct wk covid lab det","quantile",0.975,3
"ab",-1,"2025-03-22","2025-03-15","pct wk flu lab det","quantile",0.025,9.7
"ab",-1,"2025-03-22","2025-03-15","pct wk flu lab det","quantile",0.1,10.825
"ab",-1,"2025-03-22","2025-03-15","pct wk flu lab det","quantile",0.25,13.05
"ab",-1,"2025-03-22","2025-03-15","pct wk flu lab det","quantile",0.5,16.525
"ab",-1,"2025-03-22","2025-03-15","pct wk flu lab det","quantile",0.75,19.425
"ab",-1,"2025-03-22","2025-03-15","pct wk flu lab det","quantile",0.9,21.25
"ab",-1,"2025-03-22","2025-03-15","pct wk flu lab det","quantile",0.975,23.075
"ab",-1,"2025-03-22","2025-03-15","pct wk rsv lab det","quantile",0.025,0.75
"ab",-1,"2025-03-22","2025-03-15","pct wk rsv lab det","quantile",0.1,1.075
"ab",-1,"2025-03-22","2025-03-15","pct wk rsv lab det","quantile",0.25,1.825
"ab",-1,"2025-03-22","2025-03-15","pct wk rsv lab det","quantile",0.5,2.55
"ab",-1,"2025-03-22","2025-03-15","pct wk rsv lab det","quantile",0.75,3.825
"ab",-1,"2025-03-22","2025-03-15","pct wk rsv lab det","quantile",0.9,4.525
"ab",-1,"2025-03-22","2025-03-15","pct wk rsv lab det","quantile",0.975,5
"ab",0,"2025-03-22","2025-03-22","pct wk covid lab det","quantile",0.025,0.32
"ab",0,"2025-03-22","2025-03-22","pct wk covid lab det","quantile",0.1,0.48
"ab",0,"2025-03-22","2025-03-22","pct wk covid lab det","quantile",0.25,0.8
"ab",0,"2025-03-22","2025-03-22","pct wk covid lab det","quantile",0.5,1.18
"ab",0,"2025-03-22","2025-03-22","pct wk covid lab det","quantile",0.75,1.44
"ab",0,"2025-03-22","2025-03-22","pct wk covid lab det","quantile",0.9,2.16
"ab",0,"2025-03-22","2025-03-22","pct wk covid lab det","quantile",0.975,2.46
"ab",0,"2025-03-22","2025-03-22","pct wk flu lab det","quantile",0.025,8.8
"ab",0,"2025-03-22","2025-03-22","pct wk flu lab det","quantile",0.1,10.5
