"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"ab",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.025",0,"quantile"
"ab",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.1",0.299,"quantile"
"ab",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.25",1.215,"quantile"
"ab",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.5",1.81,"quantile"
"ab",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.75",2.405,"quantile"
"ab",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.9",3.321,"quantile"
"ab",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.975",3.9115,"quantile"
"ab",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.025",0,"quantile"
"ab",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.1",0,"quantile"
"ab",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.25",0.793633486334863,"quantile"
"ab",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.5",1.81,"quantile"
"ab",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.75",2.83858668586686,"quantile"
"ab",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.9",3.77304953049531,"quantile"
"ab",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.975",4.78214893648936,"quantile"
"ab",2,2025-05-17,2025-05-31,"pct wk covid lab det","0.025",0,"quantile"
"ab",2,2025-05-17,2025-05-31,"pct wk covid lab det","0.1",0,"quantile"
"ab",2,2025-05-17,2025-05-31,"pct wk covid lab det","0.25",0.574420244202443,"quantile"
"ab",2,2025-05-17,2025-05-31,"pct wk covid lab det","0.5",1.81,"quantile"
"ab",2,2025-05-17,2025-05-31,"pct wk covid lab det","0.75",3.05999572495725,"quantile"
"ab",2,2025-05-17,2025-05-31,"pct wk covid lab det","0.9",4.18839159391594,"quantile"
"ab",2,2025-05-17,2025-05-31,"pct wk covid lab det","0.975",5.42582350073501,"quantile"
"ab",3,2025-05-17,2025-06-07,"pct wk covid lab det","0.025",0,"quantile"
"ab",3,2025-05-17,2025-06-07,"pct wk covid lab det","0.1",0,"quantile"
"ab",3,2025-05-17,2025-06-07,"pct wk covid lab det","0.25",0.373044580445804,"quantile"
"ab",3,2025-05-17,2025-06-07,"pct wk covid lab det","0.5",1.81,"quantile"
"ab",3,2025-05-17,2025-06-07,"pct wk covid lab det","0.75",3.24558755587556,"quantile"
"ab",3,2025-05-17,2025-06-07,"pct wk covid lab det","0.9",4.55356868568685,"quantile"
"ab",3,2025-05-17,2025-06-07,"pct wk covid lab det","0.975",5.99722561725617,"quantile"
"atlantic",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.025",1.0925,"quantile"
"atlantic",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.1",2.84,"quantile"
"atlantic",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.25",3.745,"quantile"
"atlantic",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.5",4.74,"quantile"
"atlantic",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.75",5.735,"quantile"
"atlantic",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.9",6.64,"quantile"
"atlantic",0,2025-05-17,2025-05-17,"pct wk covid lab det","0.975",8.3875,"quantile"
"atlantic",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.1",1.80226700267003,"quantile"
"atlantic",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.25",3.3180349803498,"quantile"
"atlantic",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.5",4.74,"quantile"
"atlantic",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.75",6.1665015900159,"quantile"
"atlantic",1,2025-05-17,2025-05-24,"pct wk covid lab det","0.9",7.69753094530946,"quantile"
