"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"ab",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.025",7.57,"quantile"
"ab",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.1",8.24,"quantile"
"ab",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.25",8.91,"quantile"
"ab",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.5",9.81,"quantile"
"ab",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.75",10.72,"quantile"
"ab",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.9",11.38,"quantile"
"ab",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.975",12.06,"quantile"
"ab",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.025",6.65,"quantile"
"ab",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.1",7.71,"quantile"
"ab",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.25",8.69,"quantile"
"ab",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.5",9.81,"quantile"
"ab",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.75",10.94,"quantile"
"ab",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.9",11.92,"quantile"
"ab",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.975",12.97,"quantile"
"ab",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.025",5.94,"quantile"
"ab",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.1",7.24,"quantile"
"ab",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.25",8.44,"quantile"
"ab",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.5",9.81,"quantile"
"ab",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.75",11.18,"quantile"
"ab",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.9",12.37,"quantile"
"ab",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.975",13.67,"quantile"
"ab",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.025",5.36,"quantile"
"ab",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.1",6.86,"quantile"
"ab",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.25",8.25,"quantile"
"ab",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.5",9.81,"quantile"
"ab",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.75",11.39,"quantile"
"ab",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.9",12.79,"quantile"
"ab",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.975",14.31,"quantile"
"atlantic",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.025",2.21,"quantile"
"atlantic",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.1",3.89,"quantile"
"atlantic",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.25",4.93,"quantile"
"atlantic",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.5",6.04,"quantile"
"atlantic",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.75",7.16,"quantile"
"atlantic",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.9",8.2,"quantile"
"atlantic",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.975",9.88,"quantile"
"atlantic",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.025",0.71,"quantile"
"atlantic",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.1",2.81,"quantile"
"atlantic",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.25",4.4,"quantile"
"atlantic",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.5",6.04,"quantile"
"atlantic",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.75",7.7,"quantile"
"atlantic",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.9",9.28,"quantile"
"atlantic",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.975",11.34,"quantile"
"atlantic",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.1",1.98,"quantile"
"atlantic",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.25",3.96,"quantile"
"atlantic",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.5",6.04,"quantile"
"atlantic",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.75",8.1,"quantile"
"atlantic",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.9",10.08,"quantile"
"atlantic",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.975",12.49,"quantile"
"atlantic",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.1",1.32,"quantile"
"atlantic",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.25",3.61,"quantile"
"atlantic",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.5",6.04,"quantile"
"atlantic",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.75",8.46,"quantile"
"atlantic",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.9",10.75,"quantile"
"atlantic",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.975",13.45,"quantile"
"bc",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.025",1.32,"quantile"
"bc",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.1",2.63,"quantile"
"bc",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.25",3.36,"quantile"
"bc",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.5",4.58,"quantile"
"bc",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.75",5.81,"quantile"
"bc",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.9",6.54,"quantile"
"bc",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.975",7.85,"quantile"
"bc",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.025",0.07,"quantile"
"bc",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.1",1.64,"quantile"
"bc",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.25",3.03,"quantile"
"bc",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.5",4.58,"quantile"
"bc",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.75",6.14,"quantile"
"bc",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.9",7.54,"quantile"
"bc",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.975",9.11,"quantile"
"bc",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.025",0,"quantile"
"bc",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.1",0.95,"quantile"
"bc",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.25",2.69,"quantile"
"bc",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.5",4.58,"quantile"
"bc",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.75",6.49,"quantile"
"bc",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.9",8.22,"quantile"
"bc",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.975",10.16,"quantile"
"bc",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.025",0,"quantile"
"bc",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.1",0.41,"quantile"
"bc",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.25",2.39,"quantile"
"bc",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.5",4.58,"quantile"
"bc",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.75",6.79,"quantile"
"bc",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.9",8.78,"quantile"
"bc",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.975",11.03,"quantile"
"ca",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.025",7.84,"quantile"
"ca",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.1",8.47,"quantile"
"ca",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.25",9.02,"quantile"
"ca",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.5",9.62,"quantile"
"ca",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.75",10.23,"quantile"
"ca",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.9",10.78,"quantile"
"ca",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.975",11.41,"quantile"
"ca",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.025",7.17,"quantile"
"ca",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.1",8,"quantile"
"ca",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.25",8.76,"quantile"
"ca",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.5",9.63,"quantile"
"ca",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.75",10.49,"quantile"
"ca",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.9",11.25,"quantile"
"ca",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.975",12.09,"quantile"
"ca",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.025",6.59,"quantile"
"ca",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.1",7.63,"quantile"
"ca",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.25",8.58,"quantile"
"ca",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.5",9.62,"quantile"
"ca",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.75",10.67,"quantile"
"ca",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.9",11.61,"quantile"
"ca",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.975",12.64,"quantile"
"ca",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.025",6.14,"quantile"
"ca",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.1",7.32,"quantile"
"ca",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.25",8.41,"quantile"
"ca",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.5",9.62,"quantile"
"ca",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.75",10.83,"quantile"
"ca",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.9",11.93,"quantile"
"ca",3,2024-12-07,2024-12-28,"pct wk covid lab det","0.975",13.12,"quantile"
"mb",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.025",7.12,"quantile"
"mb",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.1",8.58,"quantile"
"mb",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.25",9.51,"quantile"
"mb",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.5",10.94,"quantile"
"mb",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.75",12.38,"quantile"
"mb",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.9",13.31,"quantile"
"mb",0,2024-12-07,2024-12-07,"pct wk covid lab det","0.975",14.76,"quantile"
"mb",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.025",5.42,"quantile"
"mb",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.1",7.35,"quantile"
"mb",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.25",9.06,"quantile"
"mb",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.5",10.94,"quantile"
"mb",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.75",12.83,"quantile"
"mb",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.9",14.55,"quantile"
"mb",1,2024-12-07,2024-12-14,"pct wk covid lab det","0.975",16.48,"quantile"
"mb",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.025",4.19,"quantile"
"mb",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.1",6.54,"quantile"
"mb",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.25",8.65,"quantile"
"mb",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.5",10.94,"quantile"
"mb",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.75",13.26,"quantile"
"mb",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.9",15.37,"quantile"
"mb",2,2024-12-07,2024-12-21,"pct wk covid lab det","0.975",17.75,"quantile"
