"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"ab",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.025",4.42,"quantile"
"ab",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.1",5.06,"quantile"
"ab",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.25",5.8,"quantile"
"ab",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.5",6.63,"quantile"
"ab",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.75",7.47,"quantile"
"ab",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.9",8.2,"quantile"
"ab",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.975",8.85,"quantile"
"ab",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.025",3.5,"quantile"
"ab",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.1",4.53,"quantile"
"ab",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.25",5.51,"quantile"
"ab",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.5",6.63,"quantile"
"ab",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.75",7.76,"quantile"
"ab",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.9",8.74,"quantile"
"ab",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.975",9.79,"quantile"
"ab",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.025",2.78,"quantile"
"ab",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.1",4.07,"quantile"
"ab",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.25",5.27,"quantile"
"ab",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.5",6.63,"quantile"
"ab",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.75",8,"quantile"
"ab",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.9",9.22,"quantile"
"ab",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.975",10.52,"quantile"
"ab",3,2025-01-04,2025-01-25,"pct wk covid lab det","0.025",2.19,"quantile"
"ab",3,2025-01-04,2025-01-25,"pct wk covid lab det","0.1",3.69,"quantile"
"ab",3,2025-01-04,2025-01-25,"pct wk covid lab det","0.25",5.07,"quantile"
"ab",3,2025-01-04,2025-01-25,"pct wk covid lab det","0.5",6.63,"quantile"
"ab",3,2025-01-04,2025-01-25,"pct wk covid lab det","0.75",8.21,"quantile"
"ab",3,2025-01-04,2025-01-25,"pct wk covid lab det","0.9",9.59,"quantile"
"ab",3,2025-01-04,2025-01-25,"pct wk covid lab det","0.975",11.1,"quantile"
"atlantic",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.025",3.31,"quantile"
"atlantic",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.1",5.06,"quantile"
"atlantic",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.25",6.01,"quantile"
"atlantic",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.5",7.1,"quantile"
"atlantic",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.75",8.19,"quantile"
"atlantic",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.9",9.15,"quantile"
"atlantic",0,2025-01-04,2025-01-04,"pct wk covid lab det","0.975",10.9,"quantile"
"atlantic",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.025",1.82,"quantile"
"atlantic",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.1",3.91,"quantile"
"atlantic",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.25",5.48,"quantile"
"atlantic",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.5",7.1,"quantile"
"atlantic",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.75",8.74,"quantile"
"atlantic",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.9",10.3,"quantile"
"atlantic",1,2025-01-04,2025-01-11,"pct wk covid lab det","0.975",12.38,"quantile"
"atlantic",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.025",0.74,"quantile"
"atlantic",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.1",3.12,"quantile"
"atlantic",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.25",5.07,"quantile"
"atlantic",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.5",7.1,"quantile"
"atlantic",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.75",9.13,"quantile"
"atlantic",2,2025-01-04,2025-01-18,"pct wk covid lab det","0.9",11.11,"quantile"
