"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"ab",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.025",0,"quantile"
"ab",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.1",0.375,"quantile"
"ab",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.25",1.2675,"quantile"
"ab",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.5",1.89,"quantile"
"ab",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.75",2.5125,"quantile"
"ab",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.9",3.405,"quantile"
"ab",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.975",3.9975,"quantile"
"ab",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.025",0,"quantile"
"ab",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.1",0,"quantile"
"ab",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.25",0.863143606436063,"quantile"
"ab",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.5",1.89,"quantile"
"ab",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.75",2.92211309613096,"quantile"
"ab",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.9",3.85860145601456,"quantile"
"ab",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.975",4.86701940269402,"quantile"
"ab",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.025",0,"quantile"
"ab",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.1",0,"quantile"
"ab",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.25",0.633960564605646,"quantile"
"ab",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.5",1.89,"quantile"
"ab",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.75",3.14485667356673,"quantile"
"ab",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.9",4.27388045880459,"quantile"
"ab",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.975",5.52403186531865,"quantile"
"ab",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.025",0,"quantile"
"ab",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.1",0,"quantile"
"ab",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.25",0.433150006500066,"quantile"
"ab",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.5",1.89,"quantile"
"ab",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.75",3.33791832918329,"quantile"
"ab",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.9",4.64251651516515,"quantile"
"ab",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.975",6.07319310943109,"quantile"
"atlantic",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.1",1.452,"quantile"
"atlantic",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.25",2.405,"quantile"
"atlantic",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.5",3.4,"quantile"
"atlantic",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.75",4.395,"quantile"
"atlantic",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.9",5.348,"quantile"
"atlantic",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.975",7.0535,"quantile"
"atlantic",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.1",0.512601086010862,"quantile"
"atlantic",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.25",1.96351173511735,"quantile"
"atlantic",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.5",3.4,"quantile"
"atlantic",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.75",4.84152191521915,"quantile"
"atlantic",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.9",6.3579912299123,"quantile"
"atlantic",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.975",8.41765188401883,"quantile"
"atlantic",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.1",0,"quantile"
"atlantic",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.25",1.56643726437264,"quantile"
"atlantic",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.5",3.4,"quantile"
"atlantic",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.75",5.24262477624776,"quantile"
"atlantic",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.9",7.10117086170862,"quantile"
"atlantic",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.975",9.42090346153461,"quantile"
"atlantic",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.1",0,"quantile"
"atlantic",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.25",1.24540002900029,"quantile"
"atlantic",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.5",3.4,"quantile"
"atlantic",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.75",5.59464207142071,"quantile"
"atlantic",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.9",7.7219637296373,"quantile"
"atlantic",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.975",10.2374269467695,"quantile"
"bc",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.025",0.405500000000001,"quantile"
"bc",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.1",1.505,"quantile"
"bc",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.25",2.3525,"quantile"
"bc",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.5",3.33,"quantile"
"bc",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.75",4.3075,"quantile"
"bc",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.9",5.155,"quantile"
"bc",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.975",6.2545,"quantile"
"bc",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.025",0,"quantile"
"bc",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.1",0.652273122731228,"quantile"
"bc",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.25",1.92732304823048,"quantile"
"bc",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.5",3.33,"quantile"
"bc",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.75",4.73977409774098,"quantile"
"bc",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.9",6.04078434784348,"quantile"
"bc",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.975",7.55471621716217,"quantile"
"bc",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.025",0,"quantile"
"bc",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.1",0.0504204542045415,"quantile"
"bc",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.25",1.60470097200972,"quantile"
"bc",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.5",3.33,"quantile"
"bc",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.75",5.06867613676137,"quantile"
"bc",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.9",6.67035280352804,"quantile"
"bc",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.975",8.48809252592525,"quantile"
"bc",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.025",0,"quantile"
"bc",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.1",0,"quantile"
"bc",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.25",1.30705387053871,"quantile"
"bc",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.5",3.33,"quantile"
"bc",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.75",5.32672131721317,"quantile"
"bc",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.9",7.18345834458345,"quantile"
"bc",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.975",9.24690319403194,"quantile"
"ca",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.025",0.89,"quantile"
"ca",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.1",1.561,"quantile"
"ca",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.25",2,"quantile"
"ca",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.5",2.57,"quantile"
"ca",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.75",3.14,"quantile"
"ca",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.9",3.579,"quantile"
"ca",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.975",4.25,"quantile"
"ca",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.025",0.179789390393904,"quantile"
"ca",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.1",1.02284440844408,"quantile"
"ca",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.25",1.7470384203842,"quantile"
"ca",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.5",2.57,"quantile"
"ca",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.75",3.39695124451245,"quantile"
"ca",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.9",4.12335400354004,"quantile"
"ca",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.975",4.93589711647116,"quantile"
"ca",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.025",0,"quantile"
"ca",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.1",0.667983299833001,"quantile"
"ca",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.25",1.56782995329953,"quantile"
"ca",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.5",2.57,"quantile"
"ca",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.75",3.57000207502075,"quantile"
"ca",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.9",4.48161375613756,"quantile"
"ca",2,2025-05-03,2025-05-17,"pct wk covid lab det","0.975",5.46849153491535,"quantile"
"ca",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.025",0,"quantile"
"ca",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.1",0.370430224302244,"quantile"
"ca",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.25",1.41232947329473,"quantile"
"ca",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.5",2.57,"quantile"
"ca",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.75",3.71871996219962,"quantile"
"ca",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.9",4.76716289162892,"quantile"
"ca",3,2025-05-03,2025-05-24,"pct wk covid lab det","0.975",5.91758915589156,"quantile"
"mb",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.025",0,"quantile"
"mb",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.1",0.185000000000001,"quantile"
"mb",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.25",1.2875,"quantile"
"mb",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.5",2.45,"quantile"
"mb",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.75",3.6125,"quantile"
"mb",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.9",4.715,"quantile"
"mb",0,2025-05-03,2025-05-03,"pct wk covid lab det","0.975",5.98125,"quantile"
"mb",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.025",0,"quantile"
"mb",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.1",0,"quantile"
"mb",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.25",0.833531610316104,"quantile"
"mb",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.5",2.45,"quantile"
"mb",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.75",4.12960479604796,"quantile"
"mb",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.9",5.72283381833819,"quantile"
"mb",1,2025-05-03,2025-05-10,"pct wk covid lab det","0.975",7.66654175791757,"quantile"
