"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"ab",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.025",6.93,"quantile"
"ab",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.1",7.6,"quantile"
"ab",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.25",8.29,"quantile"
"ab",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.5",9.16,"quantile"
"ab",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.75",10.04,"quantile"
"ab",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.9",10.73,"quantile"
"ab",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.975",11.4,"quantile"
"ab",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.025",6.05,"quantile"
"ab",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.1",7.08,"quantile"
"ab",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.25",8.05,"quantile"
"ab",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.5",9.16,"quantile"
"ab",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.75",10.29,"quantile"
"ab",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.9",11.27,"quantile"
"ab",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.975",12.31,"quantile"
"ab",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.025",5.34,"quantile"
"ab",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.1",6.61,"quantile"
"ab",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.25",7.8,"quantile"
"ab",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.5",9.16,"quantile"
"ab",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.75",10.54,"quantile"
"ab",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.9",11.74,"quantile"
"ab",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.975",13.03,"quantile"
"ab",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.025",4.76,"quantile"
"ab",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.1",6.22,"quantile"
"ab",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.25",7.6,"quantile"
"ab",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.5",9.16,"quantile"
"ab",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.75",10.74,"quantile"
"ab",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.9",12.13,"quantile"
"ab",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.975",13.62,"quantile"
"atlantic",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.025",2.77,"quantile"
"atlantic",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.1",4.46,"quantile"
"atlantic",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.25",5.5,"quantile"
"atlantic",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.5",6.59,"quantile"
"atlantic",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.75",7.69,"quantile"
"atlantic",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.9",8.73,"quantile"
"atlantic",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.975",10.42,"quantile"
"atlantic",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.025",1.29,"quantile"
"atlantic",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.1",3.37,"quantile"
"atlantic",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.25",4.95,"quantile"
"atlantic",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.5",6.59,"quantile"
"atlantic",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.75",8.23,"quantile"
"atlantic",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.9",9.82,"quantile"
"atlantic",1,2024-12-14,2024-12-21,"pct wk covid lab det","0.975",11.94,"quantile"
"atlantic",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.025",0.15,"quantile"
"atlantic",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.1",2.58,"quantile"
"atlantic",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.25",4.56,"quantile"
"atlantic",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.5",6.59,"quantile"
"atlantic",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.75",8.66,"quantile"
"atlantic",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.9",10.64,"quantile"
"atlantic",2,2024-12-14,2024-12-28,"pct wk covid lab det","0.975",13.04,"quantile"
"atlantic",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.025",0,"quantile"
"atlantic",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.1",1.94,"quantile"
"atlantic",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.25",4.19,"quantile"
"atlantic",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.5",6.59,"quantile"
"atlantic",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.75",9,"quantile"
"atlantic",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.9",11.29,"quantile"
"atlantic",3,2024-12-14,2025-01-04,"pct wk covid lab det","0.975",13.98,"quantile"
"bc",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.025",0.91,"quantile"
"bc",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.1",2.21,"quantile"
"bc",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.25",2.93,"quantile"
"bc",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.5",4.16,"quantile"
"bc",0,2024-12-14,2024-12-14,"pct wk covid lab det","0.75",5.38,"quantile"
