"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"ab",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.025",2.85,"quantile"
"ab",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.1",3.47,"quantile"
"ab",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.25",4.24,"quantile"
"ab",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.5",5.03,"quantile"
"ab",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.75",5.83,"quantile"
"ab",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.9",6.6,"quantile"
"ab",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.975",7.22,"quantile"
"ab",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.025",1.92,"quantile"
"ab",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.1",2.95,"quantile"
"ab",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.25",3.93,"quantile"
"ab",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.5",5.03,"quantile"
"ab",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.75",6.14,"quantile"
"ab",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.9",7.1,"quantile"
"ab",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.975",8.14,"quantile"
"ab",2,2025-01-25,2025-02-08,"pct wk covid lab det","0.025",1.21,"quantile"
"ab",2,2025-01-25,2025-02-08,"pct wk covid lab det","0.1",2.49,"quantile"
"ab",2,2025-01-25,2025-02-08,"pct wk covid lab det","0.25",3.68,"quantile"
"ab",2,2025-01-25,2025-02-08,"pct wk covid lab det","0.5",5.03,"quantile"
"ab",2,2025-01-25,2025-02-08,"pct wk covid lab det","0.75",6.38,"quantile"
"ab",2,2025-01-25,2025-02-08,"pct wk covid lab det","0.9",7.56,"quantile"
"ab",2,2025-01-25,2025-02-08,"pct wk covid lab det","0.975",8.83,"quantile"
"ab",3,2025-01-25,2025-02-15,"pct wk covid lab det","0.025",0.63,"quantile"
"ab",3,2025-01-25,2025-02-15,"pct wk covid lab det","0.1",2.12,"quantile"
"ab",3,2025-01-25,2025-02-15,"pct wk covid lab det","0.25",3.51,"quantile"
"ab",3,2025-01-25,2025-02-15,"pct wk covid lab det","0.5",5.03,"quantile"
"ab",3,2025-01-25,2025-02-15,"pct wk covid lab det","0.75",6.58,"quantile"
"ab",3,2025-01-25,2025-02-15,"pct wk covid lab det","0.9",7.96,"quantile"
"ab",3,2025-01-25,2025-02-15,"pct wk covid lab det","0.975",9.45,"quantile"
"atlantic",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.025",2.69,"quantile"
"atlantic",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.1",4.45,"quantile"
"atlantic",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.25",5.39,"quantile"
"atlantic",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.5",6.44,"quantile"
"atlantic",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.75",7.5,"quantile"
"atlantic",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.9",8.44,"quantile"
"atlantic",0,2025-01-25,2025-01-25,"pct wk covid lab det","0.975",10.2,"quantile"
"atlantic",1,2025-01-25,2025-02-01,"pct wk covid lab det","0.025",1.22,"quantile"
