epiweek,time_value,issue,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,flu_positive_tests
202411,2024-03-16,2024-03-21,lab,phol orillia,11,2,14,0,0,0,0,0,14,0,13,0,0,0,0,1,13,0,13,0,13,1,13,7,NA
202411,2024-03-16,2024-03-21,lab,phol thunder bay,37,7,38,0,0,0,0,1,38,1,33,0,0,0,0,1,33,0,33,3,33,2,33,6,NA
202411,2024-03-16,2024-03-21,lab,phol sudbury,16,0,27,3,0,1,4,0,27,0,26,0,0,0,0,0,26,0,26,1,26,1,26,11,NA
202411,2024-03-16,2024-03-21,lab,phol hamilton,153,35,163,3,0,0,3,6,163,2,147,0,0,0,0,9,147,2,147,9,147,15,147,10,NA
202411,2024-03-16,2024-03-21,lab,phol peterborough,42,0,66,0,0,2,2,2,66,0,57,0,0,0,0,3,57,1,57,3,57,2,57,11,NA
202411,2024-03-16,2024-03-21,lab,st josephs hamilton,1711,60,1608,0,0,64,64,88,1608,15,1608,0,0,38,0,0,1608,7,1608,76,1608,85,0,0,NA
202411,2024-03-16,2024-03-21,lab,sault area hospital,170,22,120,1,3,2,6,3,120,5,88,1,0,1,0,0,88,0,88,2,88,5,88,3,NA
202411,2024-03-16,2024-03-21,region,on,7587,415,6837,77,11,187,274,257,6837,59,4958,1,0,43,0,124,4959,37,4971,229,4971,250,3363,277,NA
202411,2024-03-16,2024-03-21,lab,mb,1549,187,1115,2,0,8,10,38,1115,23,94,0,0,1,0,0,94,4,124,8,94,8,124,12,NA
202411,2024-03-16,2024-03-21,lab,sk,1727,103,1236,0,0,23,23,153,1017,58,407,1,0,13,3,0,407,7,407,22,407,21,407,27,NA
202411,2024-03-16,2024-03-21,lab,ab,4466,281,1543,11,6,1,26,101,1504,51,323,0,0,12,0,0,323,4,294,0,318,28,323,17,NA
202411,2024-03-16,2024-03-21,region,prairies,7742,571,3894,13,6,32,59,292,3636,132,824,1,0,26,3,0,824,15,825,30,819,57,854,56,NA
202411,2024-03-16,2024-03-21,region,bc,3901,448,3941,26,11,4,171,138,3799,141,873,1,4,28,3,0,873,22,873,62,841,108,841,47,NA
202411,2024-03-16,2024-03-21,lab,yt,46,2,37,1,0,0,1,1,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202411,2024-03-16,2024-03-21,lab,nt,33,1,33,0,0,0,0,3,33,9,NA,NA,NA,NA,NA,NA,33,1,33,1,33,6,NA,NA,NA
202411,2024-03-16,2024-03-21,lab,nu,214,19,158,0,0,0,0,16,158,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202411,2024-03-16,2024-03-21,region,territories,293,22,228,1,0,0,1,20,228,41,NA,NA,NA,NA,NA,NA,33,1,33,1,33,6,NA,NA,NA
202411,2024-03-16,2024-03-21,nation,ca,32252,1972,25733,131,29,859,1156,1262,22627,718,8433,6,10,124,7,124,8480,103,8482,431,7290,462,6719,485,NA
202410,2024-03-09,2024-03-14,lab,nl,457,29,325,0,0,15,15,9,325,20,325,4,1,0,1,0,325,6,325,12,325,14,325,9,NA
202410,2024-03-09,2024-03-14,lab,pe,223,10,198,0,0,15,15,21,198,21,25,0,0,1,0,0,25,1,25,5,25,4,25,1,NA
202410,2024-03-09,2024-03-14,lab,ns,1167,118,1057,0,0,122,122,25,932,42,37,0,0,1,0,0,37,0,37,2,37,6,37,1,NA
202410,2024-03-09,2024-03-14,lab,nb,1265,74,1246,20,2,24,46,125,1245,93,96,0,0,4,1,0,96,2,96,7,96,20,96,13,NA
202410,2024-03-09,2024-03-14,region,atlantic,3112,231,2826,20,2,176,198,180,2700,176,483,4,1,6,2,0,483,9,483,26,483,44,483,24,NA
202410,2024-03-09,2024-03-14,lab,région nord est,1447,51,1600,0,0,95,95,93,756,64,83,0,0,2,0,0,83,2,78,7,NA,NA,83,9,NA
202410,2024-03-09,2024-03-14,lab,québec chaudière appalaches,1390,45,1852,0,0,187,187,223,1730,79,610,0,0,8,1,0,635,9,610,41,NA,NA,447,31,NA
202410,2024-03-09,2024-03-14,lab,centre du québec,2067,60,1957,0,0,215,215,112,850,38,24,0,0,1,0,0,24,1,24,5,NA,NA,24,2,NA
202410,2024-03-09,2024-03-14,lab,montréal laval,1988,59,2974,1,0,255,256,77,1661,46,923,0,1,15,0,0,923,15,924,37,NA,NA,923,59,NA
202410,2024-03-09,2024-03-14,lab,ouest du québec,1264,53,805,0,0,71,71,34,796,30,21,0,0,2,0,0,21,2,21,1,NA,NA,21,2,NA
202410,2024-03-09,2024-03-14,lab,montérégie,1245,57,1576,0,0,123,123,28,1575,44,9,0,0,0,0,0,9,0,9,0,NA,NA,9,0,NA
202410,2024-03-09,2024-03-14,region,qc,9401,325,10764,1,0,946,947,567,7368,301,1670,0,1,28,1,0,1695,29,1666,91,NA,NA,1507,103,NA
202410,2024-03-09,2024-03-14,lab,phol ottawa,203,26,166,3,0,12,15,3,166,1,124,0,0,0,0,5,124,0,124,7,124,10,124,26,NA
202410,2024-03-09,2024-03-14,lab,eorla,803,39,496,0,0,37,37,42,496,4,45,0,0,1,0,0,45,0,45,0,45,6,45,4,NA
202410,2024-03-09,2024-03-14,lab,phol kingston,129,6,100,1,0,9,10,1,100,0,67,0,0,0,0,4,67,0,67,0,67,7,67,15,NA
202410,2024-03-09,2024-03-14,lab,uhn mount sinai hospital,828,28,571,0,0,10,10,4,571,9,77,0,0,3,0,0,77,0,77,1,77,3,77,5,NA
202410,2024-03-09,2024-03-14,lab,phol toronto,538,23,943,11,8,20,38,37,943,11,838,0,0,0,0,41,838,12,838,78,838,46,838,114,NA
202410,2024-03-09,2024-03-14,lab,sick kids hospital toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202410,2024-03-09,2024-03-14,lab,shared hospital laboratory,1867,39,1447,22,5,11,38,49,1447,7,1434,0,0,0,0,20,1434,7,1443,27,1443,34,1443,27,NA
202410,2024-03-09,2024-03-14,lab,phol sault ste marie,5,0,13,1,0,0,1,0,13,0,13,0,0,0,0,1,13,0,13,0,13,0,13,4,NA
202410,2024-03-09,2024-03-14,lab,phol timmins,40,15,52,2,1,1,4,0,52,0,41,0,0,0,0,0,41,0,41,2,41,3,41,3,NA
202410,2024-03-09,2024-03-14,lab,st josephs london,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202410,2024-03-09,2024-03-14,lab,phol london,372,35,323,21,11,15,39,24,323,5,271,0,0,0,0,8,271,1,271,12,271,16,271,25,NA
202410,2024-03-09,2024-03-14,lab,phol orillia,13,4,13,0,0,0,0,0,13,0,13,0,0,0,0,2,13,0,13,0,13,0,13,1,NA
202410,2024-03-09,2024-03-14,lab,phol thunder bay,30,7,21,0,0,0,0,0,21,1,11,0,0,0,0,0,11,0,11,1,11,1,11,1,NA
202410,2024-03-09,2024-03-14,lab,phol sudbury,25,0,31,4,0,0,4,0,31,1,30,0,0,0,0,3,30,0,30,0,30,0,30,11,NA
202410,2024-03-09,2024-03-14,lab,phol hamilton,97,17,92,2,0,4,6,3,92,0,72,0,0,0,0,1,72,2,72,6,72,10,72,10,NA
202410,2024-03-09,2024-03-14,lab,phol peterborough,50,0,60,2,0,2,4,2,60,1,42,0,0,0,0,4,42,0,42,2,42,6,42,7,NA
202410,2024-03-09,2024-03-14,lab,st josephs hamilton,1725,53,1649,0,0,96,96,66,1649,12,1649,0,0,31,0,0,1649,11,1649,74,1649,78,0,0,NA
202410,2024-03-09,2024-03-14,lab,sault area hospital,179,17,106,5,1,0,6,2,106,2,87,1,0,2,0,0,87,0,87,3,87,3,87,9,NA
202410,2024-03-09,2024-03-14,region,on,6904,309,6083,74,26,217,308,233,6083,54,4814,1,0,37,0,89,4814,33,4823,213,4823,223,3174,262,NA
202410,2024-03-09,2024-03-14,lab,mb,1461,182,1050,0,0,13,13,31,1050,41,94,0,0,4,0,0,94,8,114,7,94,13,114,11,NA
202410,2024-03-09,2024-03-14,lab,sk,1609,109,1171,0,0,7,7,126,998,53,383,3,0,6,0,0,383,7,383,21,383,26,383,21,NA
202410,2024-03-09,2024-03-14,lab,ab,4737,316,4215,44,11,1,63,245,3990,127,1022,3,2,34,0,0,1022,12,967,0,1015,74,1022,47,NA
202410,2024-03-09,2024-03-14,region,prairies,7807,607,6436,44,11,21,83,402,6038,221,1499,6,2,44,0,0,1499,27,1464,28,1492,113,1519,79,NA
202410,2024-03-09,2024-03-14,region,bc,3861,472,3035,25,25,3,136,63,2918,125,951,0,1,24,2,0,951,22,951,75,905,116,905,55,NA
202410,2024-03-09,2024-03-14,lab,yt,38,3,25,1,2,0,4,0,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202410,2024-03-09,2024-03-14,lab,nt,66,3,66,0,0,0,0,13,66,21,NA,NA,NA,NA,NA,NA,66,4,66,1,66,3,NA,NA,NA
202410,2024-03-09,2024-03-14,lab,nu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202410,2024-03-09,2024-03-14,region,territories,104,6,91,1,2,0,4,13,90,22,NA,NA,NA,NA,NA,NA,66,4,66,1,66,3,NA,NA,NA
202410,2024-03-09,2024-03-14,nation,ca,31189,1950,29235,165,66,1363,1676,1458,25197,899,9417,11,5,139,5,89,9508,124,9453,434,7769,499,7588,523,NA
202409,2024-03-02,2024-03-07,lab,nl,530,40,420,0,0,29,29,4,420,27,420,1,1,1,1,0,420,17,420,12,420,19,420,20,NA
202409,2024-03-02,2024-03-07,lab,pe,220,7,214,0,0,11,11,19,214,28,30,1,0,0,0,0,30,3,30,1,30,3,30,8,NA
202409,2024-03-02,2024-03-07,lab,ns,1156,88,1048,0,0,114,114,13,926,38,32,0,0,0,0,0,32,0,32,0,32,3,32,3,NA
202409,2024-03-02,2024-03-07,lab,nb,1086,75,1152,14,0,34,48,81,1152,81,105,0,0,0,1,0,105,5,105,9,105,12,105,7,NA
202409,2024-03-02,2024-03-07,region,atlantic,2992,210,2834,14,0,188,202,117,2712,174,587,2,1,1,2,0,587,25,587,22,587,37,587,38,NA
202409,2024-03-02,2024-03-07,lab,région nord est,1536,65,1677,0,0,152,152,83,753,58,93,0,0,0,0,0,93,3,92,9,NA,NA,93,5,NA
202409,2024-03-02,2024-03-07,lab,québec chaudière appalaches,1608,68,2126,0,0,261,261,217,1980,82,682,0,0,0,1,0,697,19,683,34,NA,NA,521,42,NA
202409,2024-03-02,2024-03-07,lab,centre du québec,2184,103,2070,0,0,284,284,89,1024,57,33,0,0,1,0,0,33,4,33,3,NA,NA,34,2,NA
202409,2024-03-02,2024-03-07,lab,montréal laval,2205,86,3095,0,0,304,304,41,2014,66,958,1,0,16,0,0,958,14,960,43,NA,NA,958,70,NA
202409,2024-03-02,2024-03-07,lab,ouest du québec,1339,91,841,0,0,97,97,27,815,17,23,0,0,1,0,0,23,0,23,1,NA,NA,23,3,NA
202409,2024-03-02,2024-03-07,lab,montérégie,1604,98,1575,0,0,144,144,32,1574,43,7,0,0,0,0,0,7,0,7,0,NA,NA,7,2,NA
202409,2024-03-02,2024-03-07,region,qc,10476,511,11384,0,0,1242,1242,489,8160,323,1796,1,0,18,1,0,1811,40,1798,90,NA,NA,1636,124,NA
202409,2024-03-02,2024-03-07,lab,phol ottawa,227,59,154,10,0,3,13,2,154,0,113,0,0,0,0,3,113,1,113,5,113,4,113,19,NA
202409,2024-03-02,2024-03-07,lab,eorla,1084,69,559,0,0,54,54,33,559,10,43,0,1,5,0,0,43,0,43,5,43,5,43,1,NA
202409,2024-03-02,2024-03-07,lab,phol kingston,137,5,100,14,0,6,20,0,100,1,70,0,0,0,0,1,70,1,70,2,70,1,70,15,NA
202409,2024-03-02,2024-03-07,lab,uhn mount sinai hospital,782,28,614,0,0,21,21,2,614,8,97,0,0,1,0,0,97,0,97,0,97,5,97,4,NA
202409,2024-03-02,2024-03-07,lab,phol toronto,470,38,948,14,10,13,35,23,948,20,895,0,0,0,0,47,895,10,895,67,895,48,895,144,NA
202409,2024-03-02,2024-03-07,lab,sick kids hospital toronto,123,9,117,1,2,0,3,5,117,1,117,0,0,5,1,0,117,4,117,7,117,23,117,5,NA
202409,2024-03-02,2024-03-07,lab,shared hospital laboratory,1838,53,1461,28,10,10,48,36,1462,10,1453,0,0,0,0,11,1453,16,1453,15,1453,32,1453,37,NA
202409,2024-03-02,2024-03-07,lab,phol sault ste marie,7,0,12,0,0,1,1,0,12,1,11,0,0,0,0,0,11,0,11,0,11,0,11,1,NA
202409,2024-03-02,2024-03-07,lab,phol timmins,44,10,52,0,1,2,3,0,52,0,38,0,0,0,0,1,38,0,38,0,38,1,38,4,NA
202409,2024-03-02,2024-03-07,lab,st josephs london,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202409,2024-03-02,2024-03-07,lab,phol london,493,79,417,21,3,40,62,8,417,3,305,0,0,0,0,10,305,0,305,7,305,10,305,29,NA
202409,2024-03-02,2024-03-07,lab,phol orillia,14,1,12,1,0,0,1,0,12,0,10,0,0,0,0,1,10,0,10,0,10,0,10,5,NA
202409,2024-03-02,2024-03-07,lab,phol thunder bay,55,9,35,0,0,1,1,2,35,0,29,0,0,0,0,0,29,0,29,1,29,0,29,1,NA
202409,2024-03-02,2024-03-07,lab,phol sudbury,21,0,27,1,0,1,2,0,27,0,17,0,0,0,0,4,17,0,17,0,17,0,17,3,NA
202409,2024-03-02,2024-03-07,lab,phol hamilton,162,9,145,5,3,5,13,3,145,0,131,0,0,0,0,12,131,4,131,6,131,18,131,11,NA
202409,2024-03-02,2024-03-07,lab,phol peterborough,37,2,38,1,2,4,7,1,38,3,29,0,0,0,0,2,29,0,29,0,29,6,29,1,NA
202409,2024-03-02,2024-03-07,lab,st josephs hamilton,1774,69,1646,0,0,91,91,70,1646,18,1646,0,0,39,0,0,1646,13,1646,53,1646,81,0,0,NA
202409,2024-03-02,2024-03-07,lab,sault area hospital,197,29,116,1,0,0,1,1,116,6,85,0,0,0,1,0,85,1,85,2,85,1,85,11,NA
202409,2024-03-02,2024-03-07,region,on,7465,469,6453,97,31,252,376,186,6454,81,5089,0,1,50,2,92,5089,50,5089,170,5089,235,3443,291,NA
202409,2024-03-02,2024-03-07,lab,mb,1462,165,969,0,0,13,13,23,969,46,70,0,0,1,0,0,70,2,85,7,70,9,85,14,NA
202409,2024-03-02,2024-03-07,lab,sk,1689,137,1167,0,0,8,8,112,1001,68,413,1,0,7,0,0,413,6,413,28,413,25,413,27,NA
202409,2024-03-02,2024-03-07,lab,ab,4641,356,4222,37,31,4,79,223,3993,143,1043,5,2,28,0,0,1043,10,977,3,1026,78,1043,47,NA
202409,2024-03-02,2024-03-07,region,prairies,7792,658,6358,37,31,25,100,358,5963,257,1526,6,2,36,0,0,1526,18,1475,38,1509,112,1541,88,NA
202409,2024-03-02,2024-03-07,region,bc,3973,457,4148,31,26,5,220,79,4013,177,1002,1,7,15,3,0,1002,30,1002,75,961,138,961,55,NA
202409,2024-03-02,2024-03-07,lab,yt,54,2,39,0,0,0,4,1,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202409,2024-03-02,2024-03-07,lab,nt,44,3,43,0,0,0,0,12,43,11,NA,NA,NA,NA,NA,NA,43,5,43,0,43,2,NA,NA,NA
202409,2024-03-02,2024-03-07,lab,nu,119,9,84,0,0,0,0,8,84,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202409,2024-03-02,2024-03-07,region,territories,217,14,166,0,0,0,4,21,166,30,NA,NA,NA,NA,NA,NA,43,5,43,0,43,2,NA,NA,NA
202409,2024-03-02,2024-03-07,nation,ca,32915,2319,31343,179,88,1712,2144,1250,27468,1042,10000,10,11,120,8,92,10058,168,9994,395,8189,524,8168,596,NA
202408,2024-02-24,2024-02-29,lab,nl,584,34,481,0,0,48,48,8,481,41,481,1,1,0,0,0,481,8,481,19,481,16,481,30,NA
202408,2024-02-24,2024-02-29,lab,pe,181,19,170,0,0,11,11,7,170,23,9,0,0,0,0,0,9,2,9,0,9,1,9,3,NA
202408,2024-02-24,2024-02-29,lab,ns,1205,115,1097,0,0,121,121,11,898,32,38,0,0,0,0,0,38,0,38,0,38,1,38,3,NA
202408,2024-02-24,2024-02-29,lab,nb,1128,87,1166,28,2,6,36,58,1166,99,104,0,0,0,1,0,104,3,104,6,104,19,104,10,NA
202408,2024-02-24,2024-02-29,region,atlantic,3098,255,2914,28,2,186,216,84,2715,195,632,1,1,0,1,0,632,13,632,25,632,37,632,46,NA
202408,2024-02-24,2024-02-29,lab,région nord est,1619,58,1751,0,0,182,182,80,815,74,101,0,1,0,0,0,101,5,99,1,NA,NA,101,15,NA
202408,2024-02-24,2024-02-29,lab,québec chaudière appalaches,1578,73,1973,0,0,353,353,93,1837,76,673,1,0,4,0,0,682,12,673,22,NA,NA,489,53,NA
202408,2024-02-24,2024-02-29,lab,centre du québec,2356,106,2244,0,0,406,406,67,1082,65,43,0,0,0,0,0,43,1,43,1,NA,NA,43,1,NA
202408,2024-02-24,2024-02-29,lab,montréal laval,2410,136,3303,1,1,359,361,35,1970,89,986,1,0,20,0,0,986,15,988,25,NA,NA,986,94,NA
202408,2024-02-24,2024-02-29,lab,ouest du québec,1432,92,874,0,0,124,124,14,866,30,10,0,0,1,1,0,10,2,10,1,NA,NA,10,2,NA
202408,2024-02-24,2024-02-29,lab,montérégie,1532,93,1611,0,0,241,241,20,1608,39,8,0,0,0,0,0,8,0,8,0,NA,NA,8,0,NA
202408,2024-02-24,2024-02-29,region,qc,10927,558,11756,1,1,1665,1667,309,8178,373,1821,2,1,25,1,0,1830,35,1821,50,NA,NA,1637,165,NA
202408,2024-02-24,2024-02-29,lab,phol ottawa,245,31,206,1,0,25,26,1,206,2,138,0,0,0,0,4,138,0,138,3,138,7,138,25,NA
202408,2024-02-24,2024-02-29,lab,eorla,939,67,540,0,0,56,56,22,540,9,39,0,0,1,0,0,39,2,39,4,39,8,39,7,NA
202408,2024-02-24,2024-02-29,lab,phol kingston,191,8,98,4,0,15,19,0,98,0,58,0,0,0,0,0,58,0,58,1,58,4,58,11,NA
202408,2024-02-24,2024-02-29,lab,uhn mount sinai hospital,1014,60,638,0,1,27,28,3,638,3,72,0,0,0,0,0,72,0,72,2,72,4,72,2,NA
202408,2024-02-24,2024-02-29,lab,phol toronto,374,48,960,17,5,9,29,15,960,12,892,0,0,0,0,35,892,9,892,31,892,55,892,115,NA
202408,2024-02-24,2024-02-29,lab,sick kids hospital toronto,113,4,109,2,4,0,6,5,109,0,109,0,0,5,0,0,109,3,109,7,109,20,109,9,NA
202408,2024-02-24,2024-02-29,lab,shared hospital laboratory,1772,44,1434,29,14,18,61,39,1434,8,1433,0,0,0,0,11,1433,5,1432,23,1432,28,1432,37,NA
202408,2024-02-24,2024-02-29,lab,phol sault ste marie,23,0,32,3,0,0,3,0,32,0,17,0,0,0,0,1,17,0,17,0,17,0,17,5,NA
202408,2024-02-24,2024-02-29,lab,phol timmins,47,19,60,1,0,1,2,0,60,0,45,0,0,0,0,4,45,0,45,0,45,0,45,7,NA
202408,2024-02-24,2024-02-29,lab,st josephs london,809,61,703,0,0,57,57,23,703,8,60,0,0,0,0,1,60,1,60,1,60,11,60,6,NA
202408,2024-02-24,2024-02-29,lab,phol london,311,51,292,17,0,6,23,2,292,2,219,0,0,0,0,8,219,0,219,6,219,9,219,21,NA
202408,2024-02-24,2024-02-29,lab,phol orillia,16,1,18,11,0,4,15,0,18,0,11,0,0,0,0,0,11,0,11,1,11,0,11,0,NA
202408,2024-02-24,2024-02-29,lab,phol thunder bay,34,6,32,2,0,0,2,1,32,4,21,0,0,0,0,1,21,0,21,2,21,0,21,1,NA
202408,2024-02-24,2024-02-29,lab,phol sudbury,13,3,19,1,0,0,1,1,19,0,13,0,0,0,0,1,13,0,13,0,13,0,13,3,NA
202408,2024-02-24,2024-02-29,lab,phol hamilton,144,22,162,4,0,3,7,4,162,0,129,0,0,0,0,3,129,5,129,6,129,10,129,13,NA
202408,2024-02-24,2024-02-29,lab,phol peterborough,35,3,46,0,0,5,5,1,46,1,31,0,0,0,0,2,31,1,31,2,31,7,31,4,NA
202408,2024-02-24,2024-02-29,lab,st josephs hamilton,1787,73,1697,0,0,117,117,50,1697,18,1697,0,0,16,0,0,1697,14,1697,42,1697,89,0,0,NA
202408,2024-02-24,2024-02-29,lab,sault area hospital,211,50,144,0,2,0,2,2,144,15,121,0,0,0,0,0,121,1,121,3,121,3,121,11,NA
202408,2024-02-24,2024-02-29,region,on,8078,551,7190,92,26,343,459,169,7190,82,5105,0,0,22,0,71,5105,41,5104,134,5104,255,3407,277,NA
202408,2024-02-24,2024-02-29,lab,mb,1366,159,1028,0,0,14,14,22,1028,63,93,0,1,2,0,0,93,2,97,8,93,10,97,7,NA
202408,2024-02-24,2024-02-29,lab,sk,1769,164,1363,0,0,4,4,100,1205,109,462,1,0,8,0,0,462,1,462,30,462,37,462,36,NA
202408,2024-02-24,2024-02-29,lab,ab,4180,350,4260,29,15,4,52,231,4040,237,1058,0,3,15,0,0,1058,9,982,1,1050,72,1058,70,NA
202408,2024-02-24,2024-02-29,region,prairies,7315,673,6651,29,15,22,70,353,6273,409,1613,1,4,25,0,0,1613,12,1541,39,1605,119,1617,113,NA
202408,2024-02-24,2024-02-29,region,bc,3869,476,4061,40,20,5,235,68,3893,170,835,3,1,16,2,0,835,27,835,71,801,94,801,71,NA
202408,2024-02-24,2024-02-29,lab,yt,71,10,31,0,0,0,1,1,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202408,2024-02-24,2024-02-29,lab,nt,59,2,58,0,0,0,0,9,58,29,NA,NA,NA,NA,NA,NA,58,0,58,0,58,7,NA,NA,NA
202408,2024-02-24,2024-02-29,lab,nu,153,17,99,0,0,0,0,5,99,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202408,2024-02-24,2024-02-29,region,territories,283,29,188,0,0,0,1,15,187,47,NA,NA,NA,NA,NA,NA,58,0,58,0,58,7,NA,NA,NA
202408,2024-02-24,2024-02-29,nation,ca,33570,2542,32760,190,64,2221,2648,998,28436,1276,10006,7,7,88,4,71,10073,128,9991,319,8200,512,8094,672,NA
202407,2024-02-17,2024-02-22,lab,nl,684,63,476,0,0,57,57,12,476,46,476,1,3,1,2,0,476,5,476,15,476,17,476,34,NA
202407,2024-02-17,2024-02-22,lab,pe,193,12,180,0,0,17,17,5,180,31,18,0,0,0,0,0,18,1,18,2,18,3,18,2,NA
202407,2024-02-17,2024-02-22,lab,ns,1185,117,1099,0,0,132,132,15,827,30,42,0,0,1,0,0,42,0,42,0,42,3,42,1,NA
202407,2024-02-17,2024-02-22,lab,nb,1123,92,1127,18,2,27,47,47,1127,105,83,0,0,0,0,0,83,2,83,1,83,16,83,2,NA
202407,2024-02-17,2024-02-22,region,atlantic,3185,284,2882,18,2,233,253,79,2610,212,619,1,3,2,2,0,619,8,619,18,619,39,619,39,NA
202407,2024-02-17,2024-02-22,lab,région nord est,1585,102,1658,0,0,243,243,27,731,78,79,0,0,0,0,0,79,2,78,2,NA,NA,79,7,NA
202407,2024-02-17,2024-02-22,lab,québec chaudière appalaches,1786,122,2182,0,0,471,471,70,2029,77,710,0,0,0,1,0,721,7,710,32,NA,NA,545,35,NA
202407,2024-02-17,2024-02-22,lab,centre du québec,2504,134,2306,0,0,500,500,42,966,48,45,0,0,0,0,0,45,3,45,6,NA,NA,45,3,NA
202407,2024-02-17,2024-02-22,lab,montréal laval,2468,146,3483,1,0,469,470,14,1916,83,986,0,0,8,0,0,986,23,988,26,NA,NA,986,88,NA
202407,2024-02-17,2024-02-22,lab,ouest du québec,1364,135,820,0,0,117,117,15,812,30,16,0,0,1,0,0,16,1,16,1,NA,NA,16,3,NA
202407,2024-02-17,2024-02-22,lab,montérégie,1377,96,1520,0,0,187,187,15,1519,47,11,0,0,0,0,0,11,0,11,2,NA,NA,11,0,NA
202407,2024-02-17,2024-02-22,region,qc,11084,735,11969,1,0,1987,1988,183,7973,363,1847,0,0,9,1,0,1858,36,1848,69,NA,NA,1682,136,NA
202407,2024-02-17,2024-02-22,lab,phol ottawa,197,35,169,8,0,1,9,4,167,1,107,0,0,0,0,3,107,0,107,3,107,2,107,19,NA
202407,2024-02-17,2024-02-22,lab,eorla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202407,2024-02-17,2024-02-22,lab,phol kingston,188,14,134,13,0,12,25,1,134,2,106,0,0,0,0,0,106,0,106,4,106,4,106,13,NA
202407,2024-02-17,2024-02-22,lab,uhn mount sinai hospital,1080,60,747,0,1,24,25,8,747,2,71,0,0,0,0,0,71,0,71,0,71,3,71,6,NA
202407,2024-02-17,2024-02-22,lab,phol toronto,439,67,959,31,9,25,59,18,959,12,912,0,0,0,0,34,912,10,912,26,912,35,912,135,NA
202407,2024-02-17,2024-02-22,lab,sick kids hospital toronto,128,9,126,3,6,0,9,4,126,0,126,0,0,5,0,0,126,3,126,8,126,23,126,5,NA
202407,2024-02-17,2024-02-22,lab,shared hospital laboratory,1841,71,1467,27,17,49,93,26,1467,11,1456,0,0,0,0,11,1456,8,1463,16,1463,24,1463,37,NA
202407,2024-02-17,2024-02-22,lab,phol sault ste marie,46,1,49,6,0,4,10,0,49,2,26,0,0,0,0,0,26,0,26,0,26,0,26,14,NA
202407,2024-02-17,2024-02-22,lab,phol timmins,32,5,39,2,0,2,4,0,39,1,27,0,0,0,0,3,27,0,27,0,27,1,27,2,NA
202407,2024-02-17,2024-02-22,lab,st josephs london,919,64,695,0,0,50,50,14,695,5,68,0,0,0,0,1,68,0,68,2,68,8,68,7,NA
202407,2024-02-17,2024-02-22,lab,phol london,406,40,349,6,3,10,19,7,349,8,284,0,0,0,0,7,284,0,284,10,284,21,284,58,NA
202407,2024-02-17,2024-02-22,lab,phol orillia,23,4,41,3,0,0,3,0,41,1,39,0,0,0,0,0,39,0,39,5,39,1,39,2,NA
202407,2024-02-17,2024-02-22,lab,phol thunder bay,65,20,43,0,0,0,0,0,43,2,36,0,0,0,0,0,36,0,36,1,36,0,36,2,NA
202407,2024-02-17,2024-02-22,lab,phol sudbury,45,18,59,4,0,2,6,0,59,0,27,0,0,0,0,0,27,0,27,0,27,0,27,0,NA
202407,2024-02-17,2024-02-22,lab,phol hamilton,218,42,178,2,4,12,18,2,178,1,148,0,0,0,0,6,148,1,148,2,148,6,148,15,NA
202407,2024-02-17,2024-02-22,lab,phol peterborough,69,10,83,1,1,18,19,1,83,2,47,0,0,0,0,0,47,0,47,1,47,6,47,1,NA
202407,2024-02-17,2024-02-22,lab,st josephs hamilton,1800,84,1715,0,0,129,129,37,1715,23,1715,0,0,4,0,0,1715,10,1715,35,1715,85,0,0,NA
