reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-03-29,pct wk covid lab det,0,2025-03-29,ab,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,0,2025-03-29,ab,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,0,2025-03-29,ab,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,0,2025-03-29,ab,quantile,0.5,1.19
2025-03-29,pct wk covid lab det,0,2025-03-29,ab,quantile,0.75,5.11
2025-03-29,pct wk covid lab det,0,2025-03-29,ab,quantile,0.9,8.51
2025-03-29,pct wk covid lab det,0,2025-03-29,ab,quantile,0.975,12.95
2025-03-29,pct wk covid lab det,1,2025-04-05,ab,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,1,2025-04-05,ab,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,1,2025-04-05,ab,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,1,2025-04-05,ab,quantile,0.5,1.22
2025-03-29,pct wk covid lab det,1,2025-04-05,ab,quantile,0.75,5.65
2025-03-29,pct wk covid lab det,1,2025-04-05,ab,quantile,0.9,9.36
2025-03-29,pct wk covid lab det,1,2025-04-05,ab,quantile,0.975,12.95
2025-03-29,pct wk covid lab det,2,2025-04-12,ab,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,2,2025-04-12,ab,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,2,2025-04-12,ab,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,2,2025-04-12,ab,quantile,0.5,1.09
2025-03-29,pct wk covid lab det,2,2025-04-12,ab,quantile,0.75,5.78
2025-03-29,pct wk covid lab det,2,2025-04-12,ab,quantile,0.9,10.46
2025-03-29,pct wk covid lab det,2,2025-04-12,ab,quantile,0.975,14.38
2025-03-29,pct wk covid lab det,3,2025-04-19,ab,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,3,2025-04-19,ab,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,3,2025-04-19,ab,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,3,2025-04-19,ab,quantile,0.5,1.0
2025-03-29,pct wk covid lab det,3,2025-04-19,ab,quantile,0.75,6.51
2025-03-29,pct wk covid lab det,3,2025-04-19,ab,quantile,0.9,10.11
2025-03-29,pct wk covid lab det,3,2025-04-19,ab,quantile,0.975,15.03
2025-03-29,pct wk flu lab det,0,2025-03-29,ab,quantile,0.025,2.71
2025-03-29,pct wk flu lab det,0,2025-03-29,ab,quantile,0.1,7.6
2025-03-29,pct wk flu lab det,0,2025-03-29,ab,quantile,0.25,11.58
2025-03-29,pct wk flu lab det,0,2025-03-29,ab,quantile,0.5,15.48
2025-03-29,pct wk flu lab det,0,2025-03-29,ab,quantile,0.75,19.33
2025-03-29,pct wk flu lab det,0,2025-03-29,ab,quantile,0.9,23.86
2025-03-29,pct wk flu lab det,0,2025-03-29,ab,quantile,0.975,28.48
2025-03-29,pct wk flu lab det,1,2025-04-05,ab,quantile,0.025,0.0
2025-03-29,pct wk flu lab det,1,2025-04-05,ab,quantile,0.1,4.24
2025-03-29,pct wk flu lab det,1,2025-04-05,ab,quantile,0.25,9.76
2025-03-29,pct wk flu lab det,1,2025-04-05,ab,quantile,0.5,15.49
2025-03-29,pct wk flu lab det,1,2025-04-05,ab,quantile,0.75,21.36
2025-03-29,pct wk flu lab det,1,2025-04-05,ab,quantile,0.9,27.15
2025-03-29,pct wk flu lab det,1,2025-04-05,ab,quantile,0.975,33.4
2025-03-29,pct wk flu lab det,2,2025-04-12,ab,quantile,0.025,0.0
2025-03-29,pct wk flu lab det,2,2025-04-12,ab,quantile,0.1,1.61
2025-03-29,pct wk flu lab det,2,2025-04-12,ab,quantile,0.25,8.0
2025-03-29,pct wk flu lab det,2,2025-04-12,ab,quantile,0.5,16.28
2025-03-29,pct wk flu lab det,2,2025-04-12,ab,quantile,0.75,23.54
2025-03-29,pct wk flu lab det,2,2025-04-12,ab,quantile,0.9,30.15
2025-03-29,pct wk flu lab det,2,2025-04-12,ab,quantile,0.975,38.01
2025-03-29,pct wk flu lab det,3,2025-04-19,ab,quantile,0.025,0.0
2025-03-29,pct wk flu lab det,3,2025-04-19,ab,quantile,0.1,0.0
2025-03-29,pct wk flu lab det,3,2025-04-19,ab,quantile,0.25,6.21
2025-03-29,pct wk flu lab det,3,2025-04-19,ab,quantile,0.5,16.17
2025-03-29,pct wk flu lab det,3,2025-04-19,ab,quantile,0.75,25.53
2025-03-29,pct wk flu lab det,3,2025-04-19,ab,quantile,0.9,33.57
2025-03-29,pct wk flu lab det,3,2025-04-19,ab,quantile,0.975,43.07
2025-03-29,pct wk rsv lab det,0,2025-03-29,ab,quantile,0.025,0.0
2025-03-29,pct wk rsv lab det,0,2025-03-29,ab,quantile,0.1,0.0
2025-03-29,pct wk rsv lab det,0,2025-03-29,ab,quantile,0.25,0.08
2025-03-29,pct wk rsv lab det,0,2025-03-29,ab,quantile,0.5,2.3
2025-03-29,pct wk rsv lab det,0,2025-03-29,ab,quantile,0.75,4.55
2025-03-29,pct wk rsv lab det,0,2025-03-29,ab,quantile,0.9,6.39
2025-03-29,pct wk rsv lab det,0,2025-03-29,ab,quantile,0.975,8.87
2025-03-29,pct wk rsv lab det,1,2025-04-05,ab,quantile,0.025,0.0
2025-03-29,pct wk rsv lab det,1,2025-04-05,ab,quantile,0.1,0.0
2025-03-29,pct wk rsv lab det,1,2025-04-05,ab,quantile,0.25,0.0
2025-03-29,pct wk rsv lab det,1,2025-04-05,ab,quantile,0.5,2.39
2025-03-29,pct wk rsv lab det,1,2025-04-05,ab,quantile,0.75,5.57
2025-03-29,pct wk rsv lab det,1,2025-04-05,ab,quantile,0.9,8.37
2025-03-29,pct wk rsv lab det,1,2025-04-05,ab,quantile,0.975,11.93
2025-03-29,pct wk rsv lab det,2,2025-04-12,ab,quantile,0.025,0.0
2025-03-29,pct wk rsv lab det,2,2025-04-12,ab,quantile,0.1,0.0
2025-03-29,pct wk rsv lab det,2,2025-04-12,ab,quantile,0.25,0.0
2025-03-29,pct wk rsv lab det,2,2025-04-12,ab,quantile,0.5,2.23
2025-03-29,pct wk rsv lab det,2,2025-04-12,ab,quantile,0.75,6.17
2025-03-29,pct wk rsv lab det,2,2025-04-12,ab,quantile,0.9,9.97
2025-03-29,pct wk rsv lab det,2,2025-04-12,ab,quantile,0.975,13.51
2025-03-29,pct wk rsv lab det,3,2025-04-19,ab,quantile,0.025,0.0
2025-03-29,pct wk rsv lab det,3,2025-04-19,ab,quantile,0.1,0.0
2025-03-29,pct wk rsv lab det,3,2025-04-19,ab,quantile,0.25,0.0
2025-03-29,pct wk rsv lab det,3,2025-04-19,ab,quantile,0.5,2.59
2025-03-29,pct wk rsv lab det,3,2025-04-19,ab,quantile,0.75,7.72
2025-03-29,pct wk rsv lab det,3,2025-04-19,ab,quantile,0.9,12.17
2025-03-29,pct wk rsv lab det,3,2025-04-19,ab,quantile,0.975,16.63
2025-03-29,pct wk covid lab det,0,2025-03-29,atlantic,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,0,2025-03-29,atlantic,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,0,2025-03-29,atlantic,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,0,2025-03-29,atlantic,quantile,0.5,2.23
2025-03-29,pct wk covid lab det,0,2025-03-29,atlantic,quantile,0.75,5.9
2025-03-29,pct wk covid lab det,0,2025-03-29,atlantic,quantile,0.9,9.23
2025-03-29,pct wk covid lab det,0,2025-03-29,atlantic,quantile,0.975,13.44
2025-03-29,pct wk covid lab det,1,2025-04-05,atlantic,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,1,2025-04-05,atlantic,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,1,2025-04-05,atlantic,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,1,2025-04-05,atlantic,quantile,0.5,2.94
2025-03-29,pct wk covid lab det,1,2025-04-05,atlantic,quantile,0.75,6.86
2025-03-29,pct wk covid lab det,1,2025-04-05,atlantic,quantile,0.9,10.78
2025-03-29,pct wk covid lab det,1,2025-04-05,atlantic,quantile,0.975,14.66
2025-03-29,pct wk covid lab det,2,2025-04-12,atlantic,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,2,2025-04-12,atlantic,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,2,2025-04-12,atlantic,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,2,2025-04-12,atlantic,quantile,0.5,2.16
2025-03-29,pct wk covid lab det,2,2025-04-12,atlantic,quantile,0.75,7.29
2025-03-29,pct wk covid lab det,2,2025-04-12,atlantic,quantile,0.9,11.55
2025-03-29,pct wk covid lab det,2,2025-04-12,atlantic,quantile,0.975,17.03
2025-03-29,pct wk covid lab det,3,2025-04-19,atlantic,quantile,0.025,0.0
2025-03-29,pct wk covid lab det,3,2025-04-19,atlantic,quantile,0.1,0.0
2025-03-29,pct wk covid lab det,3,2025-04-19,atlantic,quantile,0.25,0.0
2025-03-29,pct wk covid lab det,3,2025-04-19,atlantic,quantile,0.5,1.66
2025-03-29,pct wk covid lab det,3,2025-04-19,atlantic,quantile,0.75,7.17
2025-03-29,pct wk covid lab det,3,2025-04-19,atlantic,quantile,0.9,12.49
2025-03-29,pct wk covid lab det,3,2025-04-19,atlantic,quantile,0.975,18.36
2025-03-29,pct wk flu lab det,0,2025-03-29,atlantic,quantile,0.025,18.06
2025-03-29,pct wk flu lab det,0,2025-03-29,atlantic,quantile,0.1,20.28
2025-03-29,pct wk flu lab det,0,2025-03-29,atlantic,quantile,0.25,22.68
2025-03-29,pct wk flu lab det,0,2025-03-29,atlantic,quantile,0.5,25.05
2025-03-29,pct wk flu lab det,0,2025-03-29,atlantic,quantile,0.75,27.46
2025-03-29,pct wk flu lab det,0,2025-03-29,atlantic,quantile,0.9,29.81
2025-03-29,pct wk flu lab det,0,2025-03-29,atlantic,quantile,0.975,32.59
2025-03-29,pct wk flu lab det,1,2025-04-05,atlantic,quantile,0.025,12.23
2025-03-29,pct wk flu lab det,1,2025-04-05,atlantic,quantile,0.1,16.21
