reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2025-01-11,2025-01-04,-1,ca,pct wk flu lab det,quantile,0.025,0
2025-01-11,2025-01-04,-1,ca,pct wk flu lab det,quantile,0.1,0
2025-01-11,2025-01-04,-1,ca,pct wk flu lab det,quantile,0.25,1.910000000000002
2025-01-11,2025-01-04,-1,ca,pct wk flu lab det,quantile,0.5,11.3
2025-01-11,2025-01-04,-1,ca,pct wk flu lab det,quantile,0.75,11.3
2025-01-11,2025-01-04,-1,ca,pct wk flu lab det,quantile,0.9,13.059500000000009
2025-01-11,2025-01-04,-1,ca,pct wk flu lab det,quantile,0.975,18.600749999999984
2025-01-11,2025-01-04,-1,atlantic,pct wk flu lab det,quantile,0.025,0
2025-01-11,2025-01-04,-1,atlantic,pct wk flu lab det,quantile,0.1,0
2025-01-11,2025-01-04,-1,atlantic,pct wk flu lab det,quantile,0.25,0
2025-01-11,2025-01-04,-1,atlantic,pct wk flu lab det,quantile,0.5,7.5
2025-01-11,2025-01-04,-1,atlantic,pct wk flu lab det,quantile,0.75,7.99
2025-01-11,2025-01-04,-1,atlantic,pct wk flu lab det,quantile,0.9,11.159500000000008
2025-01-11,2025-01-04,-1,atlantic,pct wk flu lab det,quantile,0.975,16.70074999999998
2025-01-11,2025-01-04,-1,qc,pct wk flu lab det,quantile,0.025,0
2025-01-11,2025-01-04,-1,qc,pct wk flu lab det,quantile,0.1,0
2025-01-11,2025-01-04,-1,qc,pct wk flu lab det,quantile,0.25,1.410000000000002
2025-01-11,2025-01-04,-1,qc,pct wk flu lab det,quantile,0.5,10.8
2025-01-11,2025-01-04,-1,qc,pct wk flu lab det,quantile,0.75,10.8
2025-01-11,2025-01-04,-1,qc,pct wk flu lab det,quantile,0.9,12.809500000000009
2025-01-11,2025-01-04,-1,qc,pct wk flu lab det,quantile,0.975,18.350749999999984
2025-01-11,2025-01-04,-1,on,pct wk flu lab det,quantile,0.025,0
2025-01-11,2025-01-04,-1,on,pct wk flu lab det,quantile,0.1,0
2025-01-11,2025-01-04,-1,on,pct wk flu lab det,quantile,0.25,1.6100000000000012
2025-01-11,2025-01-04,-1,on,pct wk flu lab det,quantile,0.5,11
2025-01-11,2025-01-04,-1,on,pct wk flu lab det,quantile,0.75,11
2025-01-11,2025-01-04,-1,on,pct wk flu lab det,quantile,0.9,12.909500000000008
2025-01-11,2025-01-04,-1,on,pct wk flu lab det,quantile,0.975,18.45074999999998
2025-01-11,2025-01-04,-1,prairies,pct wk flu lab det,quantile,0.025,0
2025-01-11,2025-01-04,-1,prairies,pct wk flu lab det,quantile,0.1,0
2025-01-11,2025-01-04,-1,prairies,pct wk flu lab det,quantile,0.25,3.710000000000001
2025-01-11,2025-01-04,-1,prairies,pct wk flu lab det,quantile,0.5,13.1
2025-01-11,2025-01-04,-1,prairies,pct wk flu lab det,quantile,0.75,14.1
2025-01-11,2025-01-04,-1,prairies,pct wk flu lab det,quantile,0.9,14.1
2025-01-11,2025-01-04,-1,prairies,pct wk flu lab det,quantile,0.975,19.500749999999982
2025-01-11,2025-01-04,-1,bc,pct wk flu lab det,quantile,0.025,0
2025-01-11,2025-01-04,-1,bc,pct wk flu lab det,quantile,0.1,0
2025-01-11,2025-01-04,-1,bc,pct wk flu lab det,quantile,0.25,4.210000000000001
2025-01-11,2025-01-04,-1,bc,pct wk flu lab det,quantile,0.5,13.6
2025-01-11,2025-01-04,-1,bc,pct wk flu lab det,quantile,0.75,13.6
2025-01-11,2025-01-04,-1,bc,pct wk flu lab det,quantile,0.9,14.20950000000001
2025-01-11,2025-01-04,-1,bc,pct wk flu lab det,quantile,0.975,19.750749999999982
2025-01-11,2025-01-04,-1,territories,pct wk flu lab det,quantile,0.025,1.8687499999999986
2025-01-11,2025-01-04,-1,territories,pct wk flu lab det,quantile,0.1,4.059999999999999
2025-01-11,2025-01-04,-1,territories,pct wk flu lab det,quantile,0.25,11.01
2025-01-11,2025-01-04,-1,territories,pct wk flu lab det,quantile,0.5,20.4
2025-01-11,2025-01-04,-1,territories,pct wk flu lab det,quantile,0.75,20.4
2025-01-11,2025-01-04,-1,territories,pct wk flu lab det,quantile,0.9,20.4
2025-01-11,2025-01-04,-1,territories,pct wk flu lab det,quantile,0.975,23.15074999999998
2025-01-11,2025-01-11,0,ca,pct wk flu lab det,quantile,0.025,2.997
