reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2025-02-22,2025-02-15,-1,ca,pct wk flu lab det,quantile,0.025,7.4285
2025-02-22,2025-02-15,-1,ca,pct wk flu lab det,quantile,0.1,9.591999999999999
2025-02-22,2025-02-15,-1,ca,pct wk flu lab det,quantile,0.25,19.81
2025-02-22,2025-02-15,-1,ca,pct wk flu lab det,quantile,0.5,26.9
2025-02-22,2025-02-15,-1,ca,pct wk flu lab det,quantile,0.75,26.9
2025-02-22,2025-02-15,-1,ca,pct wk flu lab det,quantile,0.9,26.9
2025-02-22,2025-02-15,-1,ca,pct wk flu lab det,quantile,0.975,26.9
2025-02-22,2025-02-15,-1,atlantic,pct wk flu lab det,quantile,0.025,4.328500000000002
2025-02-22,2025-02-15,-1,atlantic,pct wk flu lab det,quantile,0.1,6.492000000000001
2025-02-22,2025-02-15,-1,atlantic,pct wk flu lab det,quantile,0.25,16.71
2025-02-22,2025-02-15,-1,atlantic,pct wk flu lab det,quantile,0.5,23.8
2025-02-22,2025-02-15,-1,atlantic,pct wk flu lab det,quantile,0.75,23.8
2025-02-22,2025-02-15,-1,atlantic,pct wk flu lab det,quantile,0.9,23.8
2025-02-22,2025-02-15,-1,atlantic,pct wk flu lab det,quantile,0.975,23.8
2025-02-22,2025-02-15,-1,qc,pct wk flu lab det,quantile,0.025,14.728500000000004
2025-02-22,2025-02-15,-1,qc,pct wk flu lab det,quantile,0.1,16.892000000000003
2025-02-22,2025-02-15,-1,qc,pct wk flu lab det,quantile,0.25,27.110000000000003
2025-02-22,2025-02-15,-1,qc,pct wk flu lab det,quantile,0.5,34.2
2025-02-22,2025-02-15,-1,qc,pct wk flu lab det,quantile,0.75,34.2
2025-02-22,2025-02-15,-1,qc,pct wk flu lab det,quantile,0.9,34.2
2025-02-22,2025-02-15,-1,qc,pct wk flu lab det,quantile,0.975,34.2
2025-02-22,2025-02-15,-1,on,pct wk flu lab det,quantile,0.025,0.22850000000000037
2025-02-22,2025-02-15,-1,on,pct wk flu lab det,quantile,0.1,2.3919999999999995
2025-02-22,2025-02-15,-1,on,pct wk flu lab det,quantile,0.25,12.61
2025-02-22,2025-02-15,-1,on,pct wk flu lab det,quantile,0.5,19.7
2025-02-22,2025-02-15,-1,on,pct wk flu lab det,quantile,0.75,19.7
2025-02-22,2025-02-15,-1,on,pct wk flu lab det,quantile,0.9,19.7
2025-02-22,2025-02-15,-1,on,pct wk flu lab det,quantile,0.975,20.959999999999994
2025-02-22,2025-02-15,-1,prairies,pct wk flu lab det,quantile,0.025,0
2025-02-22,2025-02-15,-1,prairies,pct wk flu lab det,quantile,0.1,1.6920000000000002
2025-02-22,2025-02-15,-1,prairies,pct wk flu lab det,quantile,0.25,11.91
2025-02-22,2025-02-15,-1,prairies,pct wk flu lab det,quantile,0.5,19
2025-02-22,2025-02-15,-1,prairies,pct wk flu lab det,quantile,0.75,19
2025-02-22,2025-02-15,-1,prairies,pct wk flu lab det,quantile,0.9,19
2025-02-22,2025-02-15,-1,prairies,pct wk flu lab det,quantile,0.975,20.609999999999992
2025-02-22,2025-02-15,-1,bc,pct wk flu lab det,quantile,0.025,12.728500000000004
2025-02-22,2025-02-15,-1,bc,pct wk flu lab det,quantile,0.1,14.892000000000003
2025-02-22,2025-02-15,-1,bc,pct wk flu lab det,quantile,0.25,25.110000000000003
2025-02-22,2025-02-15,-1,bc,pct wk flu lab det,quantile,0.5,32.2
2025-02-22,2025-02-15,-1,bc,pct wk flu lab det,quantile,0.75,32.2
2025-02-22,2025-02-15,-1,bc,pct wk flu lab det,quantile,0.9,32.2
2025-02-22,2025-02-15,-1,bc,pct wk flu lab det,quantile,0.975,32.2
2025-02-22,2025-02-15,-1,territories,pct wk flu lab det,quantile,0.025,17.0285
2025-02-22,2025-02-15,-1,territories,pct wk flu lab det,quantile,0.1,19.192
2025-02-22,2025-02-15,-1,territories,pct wk flu lab det,quantile,0.25,29.41
2025-02-22,2025-02-15,-1,territories,pct wk flu lab det,quantile,0.5,36.5
2025-02-22,2025-02-15,-1,territories,pct wk flu lab det,quantile,0.75,36.5
2025-02-22,2025-02-15,-1,territories,pct wk flu lab det,quantile,0.9,36.5
2025-02-22,2025-02-15,-1,territories,pct wk flu lab det,quantile,0.975,36.5
2025-02-22,2025-02-22,0,ca,pct wk flu lab det,quantile,0.025,1.439499999999999
2025-02-22,2025-02-22,0,ca,pct wk flu lab det,quantile,0.1,3.8299999999999983
2025-02-22,2025-02-22,0,ca,pct wk flu lab det,quantile,0.25,13.324999999999998
2025-02-22,2025-02-22,0,ca,pct wk flu lab det,quantile,0.5,19.959999999999997
2025-02-22,2025-02-22,0,ca,pct wk flu lab det,quantile,0.75,26.9
2025-02-22,2025-02-22,0,ca,pct wk flu lab det,quantile,0.9,26.9
2025-02-22,2025-02-22,0,ca,pct wk flu lab det,quantile,0.975,32.06999999999998
2025-02-22,2025-02-22,0,atlantic,pct wk flu lab det,quantile,0.025,6.279500000000002
2025-02-22,2025-02-22,0,atlantic,pct wk flu lab det,quantile,0.1,8.670000000000002
