time_value,geo_type,geo_value,flu_pct_positive,rsv_pct_positive,sarscov2_pct_positive
2024-09-14,province,pe,,,12.31
2024-09-14,province,nb,,,17.1
2024-09-14,province,mb,,,16.37
2024-09-14,province,ab,,,11.62
2024-09-14,nation,ca,0.54,0.62,18.61
2024-09-14,province,sk,,,12.73
2024-09-14,province,yt,,,23.21
2024-09-14,region,atlantic,0.04,0.04,17.02
2024-09-14,region,bc,2.08,0.32,18.88
2024-09-14,region,on,0.34,0.44,18.31
2024-09-14,region,prairies,0.82,0.32,12.75
2024-09-14,region,qc,0.16,1.3,22.51
2024-09-14,region,territories,1.38,0.69,15.26
2024-09-07,nation,ca,0.48,0.45,18.3
2024-09-07,province,ab,,,11.95
2024-09-07,province,mb,,,18.93
2024-09-07,province,nb,,,16.54
2024-09-07,province,nl,,,14.48
2024-09-07,province,ns,,,18.92
2024-09-07,province,nt,,,23.81
2024-09-07,province,nu,,,5.49
2024-09-07,province,pe,,,20.33
2024-09-07,province,sk,,,12.8
2024-09-07,province,yt,,,15.15
2024-09-07,region,atlantic,0.09,0.0,17.33
2024-09-07,region,bc,1.53,0.07,19.06
2024-09-07,region,on,0.18,0.26,16.45
2024-09-07,region,prairies,0.57,0.1,13.52
2024-09-07,region,qc,0.36,1.19,22.4
2024-09-07,region,territories,0.68,0.0,12.05
2024-08-31,province,sk,,,11.71
2024-08-31,province,mb,,,17.17
2024-08-31,province,nb,,,16.78
2024-08-31,province,nl,,,13.19
2024-08-31,province,ns,,,20.62
2024-08-31,province,nt,,,30.77
2024-08-31,province,nu,,,4.67
2024-08-31,province,pe,,,15.83
2024-08-31,province,ab,,,10.19
2024-08-31,province,yt,,,21.74
2024-08-31,region,atlantic,0.09,0.09,17.66
2024-08-31,region,bc,1.39,0.48,18.83
2024-08-31,region,on,0.38,0.25,15.4
2024-08-31,region,prairies,1.88,0.21,11.93
2024-08-31,region,qc,0.15,1.12,22.74
2024-08-31,region,territories,0.0,0.0,12.85
2024-08-31,nation,ca,0.58,0.52,17.81
